TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
509,503,98.8212,503,98.8212,0,189734,108927,57.4103

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,CABAL,AZUL,BIEN,TODOS,CREO,PODEMOS,WINAQ,MLP,P A N,ELEFANTE,PPN,VAMOS,FCN-NACION,UNE,VICTORIA,UR,VIVA,VALOR,MI FAMILIA,PHG,CAMBIO,U R N G - MAIZ,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
23346,"Jalapa",21,"San Pedro Pinula",2,3664,292,8,4,2,5,0,0,0,6,0,0,0,13,0,24,2,2,1,14,0,0,0,0,0,81,8,18,107,0,107,--,292,185,81,107,107,Algún campo sin dato,1,afbf796fc898cda69a518af431d3b1d0730735610c9f29c9e4c9f364a87e67e4,26/06/2023 00:13:20,ESCANER
23347,"Jalapa",21,"San Pedro Pinula",2,3665,586,13,5,2,10,3,0,3,3,0,2,5,19,0,15,2,3,2,12,0,0,1,1,1,102,15,25,142,0,142,--,586,444,102,142,142,Algún campo sin dato,1,8596e1a8f67c14cb73c92321c6125b12e20fa7ce0159eb0d78a1bc89824e218c,26/06/2023 01:02:36,ESCANER
23348,"Jalapa",21,"San Pedro Pinula",2,3665,585,9,4,2,2,3,0,0,0,1,0,2,10,0,14,1,2,1,6,0,0,0,2,1,60,11,13,84,0,84,--,585,501,60,84,84,Algún campo sin dato,1,3ff07a1612555b20b4fd023107131954e53abc173057634d4e6020a0e2dcbb5b,26/06/2023 01:18:35,ESCANER
23349,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,20,4,7,1,1,0,0,12,1,0,0,23,0,9,3,6,11,13,0,0,7,7,21,146,55,126,327,0,327,--,400,73,146,327,327,Algún campo sin dato,1,d99ac09d65138b7fdd059521ce7b6a68b05085e12e4d42e99529a8760c6a58f7,26/06/2023 00:48:29,ESCANER
23350,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,17,8,10,1,1,1,1,5,0,3,3,20,0,20,3,10,14,19,1,1,6,2,20,166,65,102,333,0,333,--,400,67,166,333,333,Algún campo sin dato,1,31d4d71f93aa4258f8d28fb94735cd8727ccf2c982dc6ab8fae85522d7980111,26/06/2023 02:49:36,ESCANER
23351,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,25,2,4,0,1,0,0,7,0,2,0,23,0,18,2,9,10,28,1,0,6,5,6,149,60,112,321,0,321,--,400,79,149,321,321,Algún campo sin dato,1,de557fce8d795fe7c24bf1c9594af3a992461ea273548d5f847de75c57de1852,26/06/2023 00:13:14,ESCANER
23352,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,18,2,5,3,0,0,1,7,1,0,2,26,0,11,3,8,12,24,0,1,4,3,11,142,71,123,336,0,336,--,400,64,142,336,336,Algún campo sin dato,1,c7742a84d807c18c1b555bd25ee5866251d20e891848bd60c9c3506f11dcd726,26/06/2023 01:28:43,ESCANER
23353,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,20,4,9,0,2,0,0,6,1,0,0,25,0,19,2,4,19,16,1,0,11,4,12,155,72,115,342,0,342,--,--,--,155,342,342,Algún campo sin dato,1,a568ae17f1fe82d29ad03938cad482f0c62bb89f2cd40b7d03a67be994ace659,26/06/2023 04:40:14,ESCANER
23354,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,19,3,4,1,0,1,2,3,2,1,3,25,2,14,2,6,15,17,1,1,13,4,23,162,62,97,321,0,321,--,400,79,162,321,321,Algún campo sin dato,1,2ef10785a40d9a2b9f679ea875fa734edff37b5ebc329c3297266d32cabc7284,26/06/2023 02:35:12,ESCANER
23355,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,16,4,10,1,0,0,0,9,0,1,1,23,2,23,5,4,6,30,3,0,6,2,17,303,70,88,321,0,321,--,400,79,163,321,321,Sumas Asentadas sin cuadrar,1,fd149fb9ea50303f7d2e0f7545a895baa1e8f80785ede1beb0ba24c2e0fa9fef,26/06/2023 05:16:06,ESCANER
23356,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,15,5,11,3,2,0,0,6,0,0,1,21,0,9,5,7,9,29,0,0,7,2,21,153,64,48,265,0,265,--,400,135,153,265,265,Algún campo sin dato,1,fc823a56deecef94290e1b95a9b1425ac6ca039dc66b27b59da7a53146d44ac5,26/06/2023 04:49:17,ESCANER
23357,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,7,5,6,0,2,0,0,5,1,1,1,22,0,15,3,4,5,31,3,1,4,1,14,131,56,78,265,0,265,--,400,135,131,265,265,Algún campo sin dato,1,8f92a6e1edada129932c7d61487465e218d14e91a1e871a0b07b8cbd26cff7db,26/06/2023 00:35:57,ESCANER
23358,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,17,3,11,0,1,0,1,9,0,1,1,24,2,18,1,7,5,22,1,0,8,5,16,153,70,53,276,0,276,--,400,124,153,276,276,Algún campo sin dato,1,d205a85a9becbcecc5b42db14ba66d65c164967e2b4b74fea5903cabe5aad68c,26/06/2023 03:00:51,ESCANER
23359,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,13,1,7,1,1,0,0,5,0,2,1,19,1,20,0,1,8,29,1,0,8,1,15,134,71,95,300,0,300,--,400,100,134,300,300,Algún campo sin dato,1,d2dad14f177ae0c501010aaad4b3350638cc59b2120a23e97831d0a914689ead,26/06/2023 00:23:16,ESCANER
23360,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,24,3,9,1,0,0,0,12,0,3,0,16,0,14,1,2,8,19,2,0,6,1,18,139,60,110,309,0,309,--,400,91,139,309,309,Algún campo sin dato,1,44356c0a911238a3b2d92c3e24599fb5bd13e5082df9ad96aae3b8334f97304f,26/06/2023 00:24:22,ESCANER
23361,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,31,3,8,0,2,0,2,10,0,0,2,28,1,10,5,4,11,27,1,0,5,4,19,173,55,95,323,0,323,--,400,77,173,323,323,Algún campo sin dato,1,b1c85a762a2b7ca8fce6291d6e074b09e9cbe4841b38bcfcf1abe0c51c8ae270,26/06/2023 03:28:41,ESCANER
23362,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,16,1,9,1,1,0,0,6,1,1,1,20,0,12,4,5,8,13,2,0,8,4,13,126,71,122,319,0,319,--,400,82,126,319,319,Algún campo sin dato,1,28d261d3129c28860233d419be8e0d2aa5db43be622de23e78a9b55fc0a40886,26/06/2023 02:34:50,ESCANER
23363,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,13,5,7,0,2,1,0,5,0,1,0,27,0,8,2,8,9,15,0,0,4,6,18,131,48,128,307,0,307,--,397,90,131,307,307,Algún campo sin dato,1,96df06ca3ec85b56efbb71916ca382b230c90038f68afb6345c09c4d1a02df35,26/06/2023 01:37:36,ESCANER
23364,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,25,4,5,2,1,1,1,8,0,0,1,20,1,11,7,4,8,29,0,0,6,3,14,151,31,131,313,0,313,--,400,87,151,313,313,Algún campo sin dato,1,cd50a6f02b4f673a43496069a7c9aa1812b1c4eaa6639068e743ed0b6dc56670,26/06/2023 01:56:28,ESCANER
23365,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,19,1,5,0,0,2,0,5,1,1,1,18,0,8,1,5,7,21,0,0,9,1,22,127,59,92,278,0,278,--,400,122,127,278,278,Algún campo sin dato,1,92c95fac6f1869197ee62a745c780254dad8d67467cb6777a9ec2cd6306a047b,25/06/2023 23:14:17,ESCANER
23366,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,17,3,3,0,1,0,1,3,0,0,2,16,0,14,2,8,7,35,0,0,16,2,44,174,69,47,290,0,290,--,400,110,174,290,290,Algún campo sin dato,1,40ecd66affad4ac3a09cb2241cc2b944b20063b7ec3ece3e411fe4bb402c9377,26/06/2023 00:07:48,ESCANER
23367,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,19,3,11,0,2,0,1,11,1,2,0,13,2,13,4,5,14,37,0,0,7,2,32,179,44,45,268,0,268,--,400,132,179,268,268,Algún campo sin dato,1,16dbc5280a3710d205d44ff1cd86db5316732b495828b97f1e2bab6d8210c16b,25/06/2023 23:50:44,ESCANER
23368,"Jalapa",21,"San Luis Jilotepeque",3,3666,400,19,1,10,2,0,0,3,6,0,0,0,16,1,8,2,6,7,28,0,0,13,1,44,167,70,28,265,0,265,--,400,135,167,265,265,Algún campo sin dato,1,ce476a094885e18112e03d3d6052bb3e6e47ec8b32358f255b0ffd5476c88bc0,26/06/2023 05:50:53,ESCANER
23369,"Jalapa",21,"San Luis Jilotepeque",3,3667,400,23,1,15,2,1,0,0,8,0,0,0,15,0,7,2,4,5,37,0,1,6,3,39,169,69,67,305,0,305,--,400,95,169,305,305,Algún campo sin dato,1,2984e6fbacfbdc3134c88dda55599e40a4539c2f9b67a1ab811a8d0d7addfd4e,26/06/2023 01:45:20,ESCANER
23370,"Jalapa",21,"San Luis Jilotepeque",3,3667,358,18,3,9,2,1,1,0,11,0,0,0,16,1,11,1,6,6,24,1,0,8,1,27,147,53,71,271,0,271,--,358,87,147,271,271,Algún campo sin dato,1,d526dd9dca9435cb579b917f7f6e32beee087efa3d84e6decb38c5b084bb51b1,26/06/2023 03:01:59,ESCANER
23371,"Jalapa",21,"San Luis Jilotepeque",3,3667,358,18,2,3,2,0,0,0,8,1,0,0,15,0,5,2,7,8,16,0,0,5,2,10,104,34,74,212,0,212,--,358,146,104,212,212,Algún campo sin dato,1,7f92419a7ffacff5d34c127cd25a21df767e4e9e850a50f0cc9ab18e7d004bd5,25/06/2023 23:47:13,ESCANER
23372,"Jalapa",21,"San Luis Jilotepeque",3,3668,400,26,1,8,0,1,0,0,1,0,3,0,23,0,46,3,2,10,15,3,1,2,4,11,160,66,91,317,0,317,--,396,79,160,317,317,Algún campo sin dato,1,a3be9c189efbe3852f92151c1ebe9ecb175d75a03f5e890ce2672fb6af3af852,26/06/2023 01:27:08,ESCANER
23373,"Jalapa",21,"San Luis Jilotepeque",3,3668,236,12,1,5,0,0,0,0,1,1,0,0,17,2,18,1,1,5,9,2,1,4,2,5,87,29,49,165,0,165,--,236,71,87,165,165,Algún campo sin dato,1,d087e6b799a6bd87e8050f0547466b773538dd71315c9e9d66e8a024bfb5f43a,25/06/2023 23:44:03,ESCANER
23374,"Jalapa",21,"San Luis Jilotepeque",3,3669,236,13,1,7,0,2,0,0,3,0,0,0,10,1,22,1,1,5,11,0,1,3,1,10,92,38,30,160,0,160,--,236,76,92,160,160,Algún campo sin dato,1,987dc0c28633438799f6dd73b2e80836eaf611aca83960e91afa3103c7ed09e0,26/06/2023 01:07:21,ESCANER
23375,"Jalapa",21,"San Luis Jilotepeque",3,3670,400,33,2,10,0,0,1,2,17,0,0,1,15,2,26,2,0,9,19,0,0,19,8,10,176,41,84,301,0,301,--,400,99,176,301,301,Algún campo sin dato,1,2bc8b2f11760f7da3229dc6d54b6ac14bc6d4baf0b6f7407dda0699e6d619814,26/06/2023 01:50:00,ESCANER
23376,"Jalapa",21,"San Luis Jilotepeque",3,3670,400,34,3,10,1,1,1,0,17,0,0,0,11,1,22,2,1,6,18,0,0,11,0,5,144,46,62,252,0,252,--,400,148,144,252,252,Algún campo sin dato,1,089d628c3e7102039ba8abe10e82f9b0dcf2b6bde30a61a780ab9957e43e8eca,26/06/2023 02:06:54,ESCANER
23377,"Jalapa",21,"San Luis Jilotepeque",3,3670,297,13,1,6,3,0,0,1,12,0,2,0,9,0,11,3,1,7,16,2,0,13,6,4,110,26,56,192,0,192,--,297,105,110,192,192,Algún campo sin dato,1,45320f449240fdbdf5e5f93a741bcf97d04e18bf37a7cc9b127b41ad91456621,26/06/2023 00:02:05,ESCANER
23378,"Jalapa",21,"San Luis Jilotepeque",3,3670,297,20,3,2,4,0,0,0,13,1,1,0,11,0,11,0,0,3,21,1,0,10,2,10,113,20,50,183,0,183,--,247,114,113,183,183,Algún campo sin dato,1,fcdb7aeaa29aecad1d63cdb10d858800b17e08c3a0779246016bbcde87239c37,26/06/2023 02:18:41,ESCANER
23379,"Jalapa",21,"San Luis Jilotepeque",3,3671,283,20,1,2,2,--,--,--,2,1,--,--,7,--,26,2,1,8,8,--,--,3,4,4,91,23,84,198,0,198,--,283,85,91,198,198,Algún campo sin dato,1,aeb9627a24480647fef944c1b4aa0cd51fa3ad00a3a2931d73b061f5c743a8c4,25/06/2023 22:54:57,ESCANER
23380,"Jalapa",21,"San Luis Jilotepeque",3,3671,283,27,0,8,0,0,0,0,1,0,0,1,10,0,32,2,4,4,6,1,0,2,1,1,100,31,50,181,--,--,--,280,99,100,181,181,Algún campo sin dato,1,07792f3f7201be3c98d962f387628f4167caf3ec5334eb44fa8da0011d45beeb,26/06/2023 01:24:16,ESCANER
23381,"Jalapa",21,"San Luis Jilotepeque",3,3672,380,7,1,2,0,0,1,2,52,2,2,1,9,1,21,2,10,7,11,1,0,1,8,2,143,36,67,246,0,246,--,380,134,143,246,246,Algún campo sin dato,1,8205b9c22a234d6b5b284c33c2849d1d5aa1a12bc1208b60ba3304e4a0caa7a0,26/06/2023 01:17:51,ESCANER
23382,"Jalapa",21,"San Luis Jilotepeque",3,3672,380,14,0,1,2,0,1,3,43,3,1,1,13,1,24,2,6,11,15,1,0,4,8,2,156,35,66,257,0,257,--,380,123,156,257,257,Algún campo sin dato,1,9ac4ea46123e54b1320ebb462e330392deac0b3037f74901c5e34a9292b419e1,26/06/2023 01:30:31,ESCANER
23383,"Jalapa",21,"San Luis Jilotepeque",3,3672,380,14,1,0,1,0,2,0,39,1,0,4,13,2,28,1,2,4,16,0,0,2,12,0,142,41,89,272,0,272,--,380,108,142,272,272,Algún campo sin dato,1,79da9f0d6f8fbf50fa6599c9ec3c11ae95bd98ca7b68d6de7b3196148c514372,26/06/2023 01:08:24,ESCANER
23384,"Jalapa",21,"San Luis Jilotepeque",3,3672,380,17,0,4,1,0,0,0,33,1,0,0,11,2,20,0,4,5,11,0,0,1,3,1,114,37,52,203,0,203,--,380,177,114,203,203,Algún campo sin dato,1,1ea765201d4c0499b54cfd1cb64af0f303cdd351383765b11e68cc44c05ed755,26/06/2023 01:39:06,ESCANER
23385,"Jalapa",21,"San Luis Jilotepeque",3,3672,380,13,2,2,0,1,1,0,23,0,2,0,10,0,19,0,3,6,12,0,0,3,1,8,106,35,51,192,0,192,--,380,188,106,192,192,Algún campo sin dato,1,01d707f82c129a128dd1a217ef0c92f0f3e91b94182c85926edb069c8bd172de,26/06/2023 01:42:55,ESCANER
23386,"Jalapa",21,"San Luis Jilotepeque",3,3673,200,6,0,1,0,0,0,0,29,0,1,0,7,0,11,0,2,4,7,0,0,1,2,3,74,13,29,116,0,116,--,200,84,74,116,116,Algún campo sin dato,1,7ad90f95a837c722d4fe4362e39fcc13d4161b3dfa249de3697759b65656215c,25/06/2023 22:52:35,ESCANER
23387,"Jalapa",21,"San Luis Jilotepeque",3,3673,199,5,0,0,0,0,0,1,14,0,0,0,8,0,6,0,3,1,6,0,0,2,0,4,50,14,37,101,0,101,--,199,98,50,101,101,Algún campo sin dato,1,4359eb5a32c2a66a32eab2dc79d678c3c4fba26868ff6c03537ec13bd740d65e,25/06/2023 23:42:35,ESCANER
23388,"Jalapa",21,"San Luis Jilotepeque",3,3674,380,16,1,33,2,0,0,0,2,0,0,0,61,0,30,0,2,5,14,1,0,1,4,3,175,42,58,275,0,275,--,382,107,175,275,275,Algún campo sin dato,1,abd54d112effabe581ee861956e341d8d28391356d889329c314fd9df9847f1e,26/06/2023 03:32:09,ESCANER
23389,"Jalapa",21,"San Luis Jilotepeque",3,3674,380,15,4,18,2,0,1,0,3,0,0,0,51,1,21,0,1,3,11,0,0,3,2,8,144,44,63,251,0,251,--,--,--,144,251,251,Algún campo sin dato,1,500c2dd4cef2fafade9a1e4738f01ef7f0482510aeea367225226a4e836d4291,26/06/2023 01:42:48,ESCANER
23390,"Jalapa",21,"San Luis Jilotepeque",3,3674,380,14,0,31,1,1,0,0,2,1,1,0,45,1,19,0,1,5,18,0,0,7,3,3,156,24,58,238,0,238,--,380,142,153,235,235,Sumas Asentadas sin cuadrar,1,6f7da2cc05574bd57be16f9e7a688487197623774c3e15dc6b7da9e8870b37f4,26/06/2023 01:51:46,ESCANER
23391,"Jalapa",21,"San Luis Jilotepeque",3,3674,320,16,3,17,1,0,0,0,0,1,1,0,46,1,9,3,0,2,16,0,0,0,3,7,126,22,48,196,0,196,--,320,124,126,196,196,Algún campo sin dato,1,37fb954ef4e285069108f141d668d3cfda36d669406187481390036bace86322,26/06/2023 00:47:08,ESCANER
23392,"Jalapa",21,"San Luis Jilotepeque",3,3674,319,14,0,20,3,0,0,1,2,0,0,0,34,0,13,0,1,4,21,0,0,4,2,13,132,15,28,175,0,175,--,319,144,132,175,175,Algún campo sin dato,1,d89262f48916bb2e9d187f76ee75c665dfe504e4460e04f9ca6ab2565b68c487,26/06/2023 00:08:46,ESCANER
23393,"Jalapa",21,"San Luis Jilotepeque",3,3675,380,37,3,3,0,0,0,0,4,0,0,1,54,1,40,3,4,5,27,1,0,1,8,5,197,21,45,263,0,263,--,380,117,197,263,263,Algún campo sin dato,1,dd463d944d14916d40e6c93aeb9aa366946531e5d314c2a0eb35cdad02dc3d56,26/06/2023 00:25:41,ESCANER
23394,"Jalapa",21,"San Luis Jilotepeque",3,3675,237,21,3,2,0,0,1,0,1,0,0,1,28,0,19,1,6,8,11,2,0,1,0,1,106,20,30,156,0,156,--,237,81,106,156,156,Algún campo sin dato,1,8c41c64e229fe15ead7365065ab8d389ee6fb9939803b73b3cb60369c594b98b,25/06/2023 23:37:24,ESCANER
23395,"Jalapa",21,"San Luis Jilotepeque",3,3675,236,16,4,1,2,0,0,0,1,0,0,0,21,0,22,2,7,8,15,1,0,0,4,4,108,4,22,134,0,134,--,236,102,108,134,134,Algún campo sin dato,1,ca914d100729ea724d3f04e798b1b1a0b036951b6a51886224e65a7754e32d65,25/06/2023 23:18:50,ESCANER
23396,"Jalapa",21,"San Luis Jilotepeque",3,3676,509,9,2,2,1,0,0,2,7,0,1,0,9,1,7,3,1,6,11,0,0,3,0,10,75,44,56,175,0,175,--,509,334,75,175,175,Algún campo sin dato,1,52981d74563f037698d0ae8a9113f39f673ece97abbf49f24a099342ce1eb275,26/06/2023 02:51:52,ESCANER
23397,"Jalapa",21,"San Luis Jilotepeque",3,3676,508,7,2,1,0,0,0,0,3,0,0,0,2,0,6,0,0,2,7,0,0,1,0,3,34,12,31,77,0,77,--,508,431,34,77,77,Algún campo sin dato,1,e30e73da63ea82e1d7af4b7aee70d06aa0560a039e0a8c069ccabe20a73fd574,26/06/2023 02:41:53,ESCANER
23398,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,56,1,3,6,0,0,0,4,0,0,2,41,1,11,0,5,6,72,0,0,0,1,1,210,39,43,292,0,292,--,400,108,210,292,292,Algún campo sin dato,1,ec325ae0e77c75f9cf2ec79629dd99e4754887855ee8787693868c5b2846634f,26/06/2023 00:42:28,ESCANER
23399,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,55,3,4,0,0,0,0,4,1,0,0,49,0,15,1,0,4,80,1,0,1,2,5,225,31,52,308,0,308,--,400,92,225,308,308,Algún campo sin dato,1,d54515f6695751f0e7abdc5ae26350067be5de33c51496e9a809c4ea52a9f5a4,26/06/2023 00:50:18,ESCANER
23400,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,62,3,7,2,0,0,0,0,1,0,0,51,0,9,3,2,8,76,1,0,0,0,2,227,42,40,309,0,309,--,400,91,227,309,309,Algún campo sin dato,1,b410aa23a020492db57bc05e7075aff6e031347fd2467e8caf48e37dffa1d787,26/06/2023 00:52:04,ESCANER
23401,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,94,4,3,1,0,0,0,0,0,0,0,56,0,9,2,7,5,57,1,1,0,0,4,244,27,41,312,0,312,--,400,88,244,312,312,Algún campo sin dato,1,cbe31064b6aaf0dc73abda65124740efce4e7a04f760d59ed55c8ba7313082c5,25/06/2023 22:17:33,ESCANER
23402,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,107,2,4,3,0,0,1,0,0,1,0,58,2,15,0,3,2,64,1,0,0,0,2,265,28,35,328,0,328,--,400,72,265,328,328,Algún campo sin dato,1,905b380db5c8d5db4c6961cc02636dec7f4d094a44e71619ebbaae363a5c11c3,25/06/2023 23:23:23,ESCANER
23403,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,76,2,4,3,0,1,0,0,0,0,0,66,0,21,0,2,1,58,1,0,1,0,4,240,32,46,317,0,317,--,400,82,240,318,318,Sumas Asentadas sin cuadrar,1,86372afe2aefeb3012b4b62fc916d66039f8dcb92a24b7f9416a58e16e7c75b0,26/06/2023 00:45:52,ESCANER
23404,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,72,3,5,0,1,0,0,1,1,1,2,68,0,7,1,4,1,61,0,0,0,1,9,238,34,29,301,0,301,--,400,99,238,301,301,Algún campo sin dato,1,036b1392a84ac2dc22429ab31649fd3522840837200b83d2a7c44650db937af1,26/06/2023 00:16:46,ESCANER
23405,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,81,1,1,0,1,1,1,0,0,0,0,72,0,7,0,6,3,58,2,0,0,0,1,235,34,39,308,0,308,--,396,88,235,308,308,Algún campo sin dato,1,c41273107a8d780871a52d75264135d472d13c5a96887577047092e4431454f3,26/06/2023 01:53:26,ESCANER
23406,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,64,4,5,2,2,0,0,1,0,0,1,42,0,13,3,6,4,59,0,1,2,0,2,211,32,26,269,0,269,--,400,131,211,269,269,Algún campo sin dato,1,6bd2f3cdcf1a7472637da85a212daa339aaded803483f4aa2f8a23aa50e5488e,25/06/2023 22:59:30,ESCANER
23407,"Jalapa",21,"San Manuel Chaparrón",4,3677,400,56,3,11,2,0,0,0,1,0,0,0,49,1,7,1,2,2,61,1,0,0,1,7,205,34,27,266,0,266,--,400,134,205,266,266,Algún campo sin dato,1,6d3701eadc436b2941c414295b3be20c37f3e6696e92cfb4cc24bd6e24109393,26/06/2023 00:28:27,ESCANER
23408,"Jalapa",21,"San Manuel Chaparrón",4,3678,400,67,4,2,3,1,1,0,1,0,0,0,43,1,5,0,3,2,61,0,0,0,0,8,202,18,42,262,0,262,--,400,138,202,262,262,Algún campo sin dato,1,228dce4fae6d58c5385fed2fb7770232b2395871d5f9dd50dce780023c57fcbc,25/06/2023 21:53:04,ESCANER
23409,"Jalapa",21,"San Manuel Chaparrón",4,3678,400,55,0,2,1,1,0,0,3,0,0,0,62,0,9,1,2,2,68,2,0,0,0,5,269,21,35,269,0,269,--,400,131,213,269,269,Sumas Asentadas sin cuadrar,1,80d0e1177c6a766ecf699c39d27b379fbc570ab038881fe9920b922ec7f3d57d,26/06/2023 01:56:58,ESCANER
23410,"Jalapa",21,"San Manuel Chaparrón",4,3678,400,89,3,2,2,0,0,0,0,0,0,0,59,1,3,3,0,0,91,1,1,1,0,7,263,21,22,306,0,306,--,400,94,263,306,306,Algún campo sin dato,1,b8cf8823927b6516a71af4b9595330c1d8a85016d4b0bb2e8bc0b9924c00c1ce,25/06/2023 23:37:36,ESCANER
23411,"Jalapa",21,"San Manuel Chaparrón",4,3679,400,51,1,1,1,1,0,0,1,0,0,0,61,0,8,0,9,5,96,0,0,0,0,11,246,17,28,291,0,291,--,400,109,246,291,291,Algún campo sin dato,1,0de99b9cf41b95ffd5de29ae36e6094348fed78124df4fc9c9ca87b90600582c,25/06/2023 23:42:37,ESCANER
23412,"Jalapa",21,"San Manuel Chaparrón",4,3679,400,72,3,3,1,0,1,0,1,0,0,1,49,0,2,0,7,1,88,0,0,0,1,9,239,12,25,276,0,276,--,400,124,239,276,276,Algún campo sin dato,1,ad1e0ea5360265450c93e517039fc2c66987117b316542ce9eb391eefdeb19fc,25/06/2023 23:50:09,ESCANER
23413,"Jalapa",21,"San Manuel Chaparrón",4,3679,231,32,2,3,1,0,0,0,0,0,0,0,34,0,5,1,3,0,47,0,0,0,0,7,135,14,11,160,0,160,--,231,71,135,160,160,Algún campo sin dato,1,508b1743f1913f4c844217a55b577f44207dcae7571c4023a2360b8c0e595ad4,25/06/2023 21:26:51,ESCANER
23414,"Jalapa",21,"San Manuel Chaparrón",4,3679,231,30,1,0,0,0,0,0,1,0,0,0,22,0,4,0,2,0,30,0,0,1,0,2,93,11,15,119,0,119,--,231,112,93,119,119,Algún campo sin dato,1,c8b28fd8bdda1812405c2d4b7680e6dbf4aa2849f68d6ce3b79e5359d767b655,25/06/2023 21:19:04,ESCANER
23415,"Jalapa",21,"San Manuel Chaparrón",4,3680,456,15,5,1,0,0,0,0,0,0,0,0,15,0,5,0,1,0,20,0,0,0,0,5,67,17,15,99,0,99,--,453,354,67,99,99,Algún campo sin dato,1,40611c3628cc7f26da29fe645a2b3054b27336dbc860c865c13526bca6941719,25/06/2023 20:41:19,ESCANER
23416,"Jalapa",21,"San Carlos Alzatate",5,3681,400,90,16,4,4,0,0,3,10,0,1,1,66,2,23,8,6,2,20,0,0,0,2,4,262,12,50,324,0,324,--,400,76,262,324,324,Algún campo sin dato,1,aeda9406d2e9234456e11e2f8f8f685aac5f439602f1656a5447142d4982810e,26/06/2023 02:17:33,ESCANER
23417,"Jalapa",21,"San Carlos Alzatate",5,3681,400,113,14,1,7,0,0,5,5,0,0,2,70,1,14,6,6,0,14,1,2,0,2,1,264,16,63,343,0,343,--,397,54,264,343,343,Algún campo sin dato,1,fbf332cc75add1948c75c38bd4391abd211a9f79ac77db4d2de60237cbb30cec,26/06/2023 00:47:15,ESCANER
23418,"Jalapa",21,"San Carlos Alzatate",5,3681,400,95,17,0,8,0,0,0,8,0,1,1,77,0,18,4,4,2,18,0,0,0,4,0,257,15,49,321,0,321,--,400,79,257,321,321,Algún campo sin dato,1,eeed97d4145ac50336275f6a116b9561d3cbfe08f3f9ff929308fd8dd1fe7c66,26/06/2023 03:42:13,ESCANER
23419,"Jalapa",21,"San Carlos Alzatate",5,3681,400,91,13,6,6,0,0,0,7,0,0,2,84,0,17,7,5,1,13,1,0,0,2,1,256,37,50,343,0,343,--,460,57,256,343,343,Algún campo sin dato,1,f22aa880f7e83c783e13d927c71d3ab7f565e9b3e384ec8781f47ff51a276992,26/06/2023 05:52:59,ESCANER
23420,"Jalapa",21,"San Carlos Alzatate",5,3681,400,99,21,5,10,0,0,3,7,0,0,0,62,0,20,4,4,1,13,0,0,0,0,3,252,27,53,332,0,332,--,400,68,252,332,332,Algún campo sin dato,1,ea99d27f2ee930412c5d9298c9a8c4588a2043904b9f658cefc6ed6cbe86821e,26/06/2023 01:20:46,ESCANER
