TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
706,706,100.0000,704,99.7167,2,261831,198899,75.9646

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,U R N G - MAIZ,TODOS,WINAQ,CABAL,UNE,P A N,VICTORIA,VAMOS,PIN,PHG,CREO,VALOR UNIONISTA,MLP,ELEFANTE,UR,CAMBIO,PODEMOS,SEMILLA,FCN-NACION,VIVA,VOS,MI FAMILIA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
9420,"Sololá",7,"Santa Catarina Ixtahuacán",6,1160,296,0,0,0,25,9,0,1,107,0,0,0,1,0,1,0,0,0,4,0,1,0,0,149,8,15,172,0,172,0,296,121,149,172,172,,1,39594df94f592f56988526af84dcae7c4d1d5eba358d570ee37e7c13cda624ab,25/06/2023 23:49:29,ESCANER
9421,"Sololá",7,"Santa Catarina Ixtahuacán",6,1161,380,2,1,5,111,3,1,1,87,0,2,0,0,2,3,0,0,1,2,0,1,1,0,223,25,58,306,0,306,0,377,71,223,306,306,,1,60cc3395c71497fad4c6c9c5e2b6f94411e77a18643c1c52d72d5ae412f5231a,26/06/2023 01:56:40,ESCANER
9422,"Sololá",7,"Santa Catarina Ixtahuacán",6,1161,380,5,0,1,62,5,0,2,118,0,1,2,1,2,1,1,0,1,1,0,1,2,1,207,45,64,316,0,316,--,380,64,207,316,316,Algún campo sin dato,1,a30873742d0f16a1ee9d141530ec64c9c930b3bfe84c2d4aff1fd22bd55edfee,25/06/2023 23:25:07,ESCANER
9423,"Sololá",7,"Santa Catarina Ixtahuacán",6,1161,380,5,0,3,91,5,0,0,79,0,1,0,2,3,0,1,0,0,4,0,0,1,0,195,30,68,293,--,--,0,380,87,195,293,293,Algún campo sin dato,1,dc73e5b4adb67ca88ba06b8e5dc6c82218f88ce620975650f700ec74fa865ae1,26/06/2023 01:17:15,ESCANER
9424,"Sololá",7,"Santa Catarina Ixtahuacán",6,1161,302,4,0,1,80,2,1,2,50,0,0,3,0,3,0,0,0,0,2,0,1,1,0,150,31,36,217,2,219,0,299,80,150,217,219,,1,0df64ba677f2d1bc664d95eb492c557576ce75759ce34177ef1ac361397dca09,25/06/2023 22:36:19,ESCANER
9425,"Sololá",7,"Santa Catarina Ixtahuacán",6,1161,302,5,0,4,88,3,0,0,60,0,0,0,0,1,1,0,0,0,1,0,1,2,0,166,26,33,225,0,225,0,303,78,166,225,225,,1,a85c74ac51af2b3f24b22f0fe24ed0df8ae5d1bd7f14e01275d7b35eb997a798,26/06/2023 00:15:44,ESCANER
9426,"Sololá",7,"Santa Catarina Ixtahuacán",6,1162,380,7,3,2,118,8,0,3,135,0,0,0,2,3,0,0,0,0,1,0,1,0,1,284,12,33,329,0,329,0,380,51,284,329,329,,1,2c8af9b593f7937c8a414297e00b3b55908199cd198dad1d6e245ea0d9dfafa4,26/06/2023 00:14:42,ESCANER
9427,"Sololá",7,"Santa Catarina Ixtahuacán",6,1162,380,1,1,1,109,4,0,1,150,0,0,0,0,7,0,0,0,1,0,0,2,1,0,278,17,42,337,0,337,--,380,43,278,337,337,Algún campo sin dato,1,f4d7a7cdd8a5f69fa794d0003d9e1939944f0bfc66d079bcc74882dcea46af14,26/06/2023 01:03:01,ESCANER
9428,"Sololá",7,"Santa Catarina Ixtahuacán",6,1162,380,5,0,0,106,6,1,2,115,0,0,0,0,1,1,0,0,0,3,0,8,1,0,249,17,40,306,0,306,0,380,74,249,306,306,,1,71ef12a670a1397f0b6e155aff056ea853d75acb43a0b103cbe6aa912b707f76,26/06/2023 01:48:52,MOVIL
9429,"Sololá",7,"Santa Catarina Ixtahuacán",6,1162,243,3,0,3,63,1,0,2,70,0,0,0,1,0,0,0,0,0,3,0,2,0,0,148,8,13,169,0,169,0,243,74,148,169,169,,1,8d45560993af7d39dbde9f2427f588042cbb83c1aecd3f846d3213000729aded,25/06/2023 22:57:25,ESCANER
9430,"Sololá",7,"Santa Catarina Ixtahuacán",6,1162,243,7,0,0,61,2,0,7,71,0,0,0,0,1,0,0,0,0,1,1,4,2,0,157,14,19,190,0,190,0,243,53,157,190,190,,1,053a7342dab82d1ffc6875fce2e0fd5fb338972b5be265be75dac5aa0fce9978,26/06/2023 00:49:31,ESCANER
9431,"Sololá",7,"Santa Catarina Ixtahuacán",6,1163,380,3,0,7,74,29,5,3,47,0,0,1,0,1,0,1,1,10,4,2,1,1,0,190,30,32,252,0,252,0,380,128,190,252,252,,1,1ea5708ca54b6ff0b7be8decc9f8759e56f602fa083a67ecba5309381af992f1,26/06/2023 00:38:13,ESCANER
9432,"Sololá",7,"Santa Catarina Ixtahuacán",6,1163,380,4,0,9,85,10,6,1,82,0,0,0,0,2,2,2,1,15,2,1,2,2,0,226,36,44,306,0,306,0,380,74,226,306,306,,1,b4025f90b47ddc1fac2b68f09a3024ec03f3d33e00d942bc623b10602215a5fb,26/06/2023 00:52:46,ESCANER
9433,"Sololá",7,"Santa Catarina Ixtahuacán",6,1163,380,7,0,5,75,21,4,3,68,0,0,2,1,2,0,0,0,13,3,3,5,3,0,215,36,65,316,0,316,--,380,64,215,316,316,Algún campo sin dato,1,9027214b9effaab5d0fad444634e598eb4d5f3ed51ca95ca0587e9cc6a5df59c,26/06/2023 01:17:46,ESCANER
9434,"Sololá",7,"Santa Catarina Ixtahuacán",6,1163,380,2,1,5,79,9,4,2,60,0,0,1,1,2,0,1,0,18,3,2,1,2,0,193,35,53,281,0,281,0,380,99,193,281,281,,1,e3cd62a89362587b9b072eecf0329fe3e2fd3b77aa4382c6f3a47a27daa60023,26/06/2023 01:23:13,ESCANER
9435,"Sololá",7,"Santa Catarina Ixtahuacán",6,1163,380,4,1,8,61,21,9,3,33,0,0,0,2,4,0,0,0,12,6,0,3,1,1,169,42,28,239,0,239,0,377,138,169,239,239,,1,0bc4541cb5778441147a4ef3c9551940ec3b17535dfeaa71fb4b233e03444aac,25/06/2023 23:47:33,ESCANER
9436,"Sololá",7,"Santa Catarina Ixtahuacán",6,1163,326,2,0,3,58,12,4,2,44,1,0,0,1,1,0,0,0,12,5,1,4,8,0,158,36,20,214,0,214,0,326,112,158,214,214,,1,928478f4be2bc241339f6668662dddd736cc00477893e56439ef4bf331a39130,25/06/2023 23:52:30,ESCANER
9437,"Sololá",7,"Santa Catarina Ixtahuacán",6,1163,326,4,0,6,60,10,7,3,40,0,0,2,1,1,0,0,1,10,6,0,2,5,0,158,33,19,210,0,210,0,326,116,158,210,210,,1,ed9586018eb52ad1d09b877afd18031dfb852441b3966ea078a002544df6d006,26/06/2023 00:07:05,ESCANER
9438,"Sololá",7,"Santa Catarina Ixtahuacán",6,1164,360,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,4e9587f25e25a3f25355cb3a929aa65e65eb68b1379b0a1fed4f67ce0092a340,26/06/2023 04:01:53,ESCANER
9439,"Sololá",7,"Santa Catarina Ixtahuacán",6,1164,360,2,0,4,93,6,0,0,98,0,0,0,1,0,0,1,0,1,4,0,0,0,0,210,23,26,259,0,210,--,357,98,210,259,259,Sumas Asentadas sin cuadrar,1,ca5e4ea3a366d5be8c3e396b7bd19de8c1dc35c7ae3ac42acf52c71875ff84b9,26/06/2023 01:46:13,ESCANER
9440,"Sololá",7,"Santa Catarina Ixtahuacán",6,1165,380,0,0,0,90,12,1,2,137,0,0,0,1,1,0,1,0,0,1,0,5,2,0,253,19,20,292,0,292,--,380,88,253,292,292,Algún campo sin dato,1,fd388c9fef852af7e305d8e2e3df8275ca804ad657d1761344c999b637e47d34,26/06/2023 06:50:37,MOVIL
9441,"Sololá",7,"Santa Catarina Ixtahuacán",6,1165,265,1,2,2,61,4,0,0,97,0,0,0,1,1,0,0,0,0,1,1,2,0,0,173,7,8,188,0,188,--,265,74,173,188,188,Algún campo sin dato,1,02a6b7257ea4bce9e8a8086cf302b22271b06cfc4e065a2e8613c1f9fe64b9c3,26/06/2023 06:42:51,MOVIL
9442,"Sololá",7,"Santa Catarina Ixtahuacán",6,1165,265,0,0,0,42,5,0,1,93,0,0,0,1,2,0,0,0,0,2,0,1,0,0,147,11,7,165,0,165,--,265,100,147,165,165,Algún campo sin dato,1,7e0f43f4d117e021de3fb925eb9f20507628fdb7f58e4d83687e2b93d81b15b8,26/06/2023 07:39:36,MOVIL
9443,"Sololá",7,"Santa Catarina Ixtahuacán",6,1166,375,2,0,4,68,10,2,1,119,0,1,1,1,2,0,0,0,1,0,1,1,1,0,215,57,52,324,0,324,--,375,51,215,324,324,Algún campo sin dato,1,08a3bf173ad1bd83ec101ba5caaaaddd99e77142ec598e4d6ba35a38d3059600,25/06/2023 22:58:01,ESCANER
9444,"Sololá",7,"Santa Catarina Ixtahuacán",6,1166,374,2,0,6,69,3,0,2,118,0,0,0,0,1,0,1,0,0,1,0,2,3,0,208,43,23,274,0,274,0,374,100,208,274,274,,1,b1cf212ecc7909734f373a52400bd26ad9265914914d59c2bcd2f7ee6b6c129d,25/06/2023 23:42:59,ESCANER
9445,"Sololá",7,"Santa Catarina Ixtahuacán",6,1167,328,1,0,0,16,0,1,1,14,0,0,0,0,0,0,0,0,1,1,0,0,1,0,36,8,7,51,0,51,--,328,277,36,51,51,Algún campo sin dato,1,3f2012ea9526047dc069612f39729f93aa984b60476beb9dc8ebe967d2be6af5,25/06/2023 21:03:18,ESCANER
9446,"Sololá",7,"Santa Clara La Laguna",7,1168,400,3,4,13,20,45,0,49,69,0,0,1,7,4,3,0,0,6,9,0,15,2,0,0,39,49,0,--,--,--,400,62,250,338,338,Algún campo sin dato,1,eb9094d0300bfb74e18045273b62c8b7555b5a8de0c871528b442d2c3b69cacf,26/06/2023 03:11:33,ESCANER
9447,"Sololá",7,"Santa Clara La Laguna",7,1168,400,7,5,16,31,58,1,48,61,0,2,0,5,4,3,0,1,2,8,1,13,6,0,272,24,48,343,0,343,--,--,52,272,344,344,Sumas Asentadas sin cuadrar,1,46249304afbdbbf7024c3c49a3a2ab91129a37386d5f6047df59e51b124750a0,26/06/2023 03:21:09,ESCANER
9448,"Sololá",7,"Santa Clara La Laguna",7,1168,400,20,10,0,22,36,2,35,72,8,0,5,6,2,0,10,0,0,20,1,11,1,0,262,22,56,340,0,340,--,400,60,261,339,339,Sumas Asentadas sin cuadrar,1,f362f6575570a8cd86575d5e49a2eadbd5dfc9e9a61201c46f70c3af33bdb546,26/06/2023 03:47:37,ESCANER
9449,"Sololá",7,"Santa Clara La Laguna",7,1168,400,4,7,7,17,49,1,56,80,0,3,1,7,3,3,0,0,1,4,1,3,1,0,248,39,47,334,0,334,--,400,66,248,334,334,Algún campo sin dato,1,8e4e5d92a2ec2b6972d10111768dcead179b444cac1098723f9ddca833f025f7,26/06/2023 02:32:16,ESCANER
9450,"Sololá",7,"Santa Clara La Laguna",7,1168,400,3,10,14,21,51,0,46,89,0,0,2,7,0,4,0,0,4,7,0,11,4,0,273,27,60,360,0,360,--,400,40,273,360,360,Algún campo sin dato,1,8c6565e05285ced2cebb929e9c3b0b8517ed5da6e1fe16675a3cfa4fef404f9c,26/06/2023 02:40:22,ESCANER
9451,"Sololá",7,"Santa Clara La Laguna",7,1168,400,4,4,11,29,48,0,61,84,0,0,2,6,1,2,0,1,2,3,1,8,2,0,269,32,59,360,0,360,--,400,40,269,360,360,Algún campo sin dato,1,7a84e88c4a56698978050789339533a120de3fc6145e3a3d4c0435b4b5324666,26/06/2023 00:18:04,ESCANER
9452,"Sololá",7,"Santa Clara La Laguna",7,1168,400,2,6,7,33,59,1,68,92,0,1,2,1,0,2,1,0,0,3,0,0,2,1,291,17,50,358,0,358,--,400,42,281,348,348,Sumas Asentadas sin cuadrar,1,7392dc8fd44c44a825d88eb58bead1f4ef8078c7f28fd00e76a258c8f378bb9a,26/06/2023 02:49:55,ESCANER
9453,"Sololá",7,"Santa Clara La Laguna",7,1168,400,4,7,17,23,33,0,44,59,0,0,2,4,5,5,1,0,4,6,0,18,4,2,238,29,38,305,0,305,--,400,95,238,305,305,Algún campo sin dato,1,afff97fe9dd5635e486edad37aa24bb6e06de64d3317111b467c32e169854e43,26/06/2023 02:23:45,ESCANER
9454,"Sololá",7,"Santa Clara La Laguna",7,1168,400,8,5,21,22,40,0,46,53,0,0,1,6,1,3,1,0,4,9,0,7,3,0,230,37,30,297,0,297,--,400,103,230,297,297,Algún campo sin dato,1,0ade66f1735c3f4dfc43e0479a068c5c8db2b95806b421f36de944d50906f181,26/06/2023 02:58:23,ESCANER
9455,"Sololá",7,"Santa Clara La Laguna",7,1169,400,5,6,17,13,30,0,40,60,0,0,0,4,0,4,0,0,7,11,0,4,5,0,203,33,63,399,0,399,--,398,--,206,302,302,Sumas Asentadas sin cuadrar,1,7a5882e3477ebcf9ec690e0ae63a08d55008ea798974604cfd60673717d923fb,26/06/2023 05:45:10,ESCANER
9456,"Sololá",7,"Santa Clara La Laguna",7,1169,400,5,11,16,20,35,0,38,73,0,0,1,7,3,2,2,0,6,10,0,10,5,0,244,22,44,310,0,310,--,400,89,244,310,310,Algún campo sin dato,1,dfc44dcbc550596b3ad732b3e809a851e8db489eea07d6d9761ac1b6b704fd24,26/06/2023 01:36:58,ESCANER
9457,"Sololá",7,"Santa Clara La Laguna",7,1169,400,5,9,15,28,30,1,58,60,0,0,2,2,4,5,1,0,4,14,2,12,6,0,258,36,29,323,0,323,--,400,77,258,323,323,Algún campo sin dato,1,ebfe5696c7f94939816169f3a75874030b9e7d4e848e14e26f0bf96b4d71e4a7,26/06/2023 01:19:50,ESCANER
9458,"Sololá",7,"Santa Clara La Laguna",7,1169,400,10,2,15,21,34,0,73,55,0,0,0,6,2,2,0,1,4,13,1,11,4,1,255,35,25,315,0,315,--,400,85,255,315,315,Algún campo sin dato,1,576b73933e215fbb95969fb66716d745bb745f2602000c3a3c9b60587e5851ae,26/06/2023 01:43:54,ESCANER
9459,"Sololá",7,"Santa Clara La Laguna",7,1169,400,8,2,16,24,35,0,58,51,0,0,1,0,2,3,0,0,1,14,0,15,8,0,188,21,26,235,0,235,0,380,84,238,285,285,Sumas Asentadas sin cuadrar,1,54e76b1c23ef8899fbc9f13959e410ed2d2dcb9f0221758488476b5bb942dcd5,26/06/2023 01:28:26,ESCANER
9460,"Sololá",7,"Santa Clara La Laguna",7,1169,250,8,5,16,11,23,1,31,40,0,0,0,5,0,1,0,0,3,15,1,5,3,0,168,17,15,200,0,200,--,--,--,168,200,200,Algún campo sin dato,1,752a404ce64b1798f384d603aab1bda1672b99d1e0aadbeff97b9f584ac0e933,26/06/2023 01:32:42,ESCANER
9461,"Sololá",7,"Santa Clara La Laguna",7,1169,250,5,4,10,10,17,0,34,39,0,0,0,8,2,2,0,0,0,6,0,13,1,0,151,15,15,181,66,247,--,250,250,151,181,247,Algún campo sin dato,1,0d39850b82ba6e3dcefa05a2e4d8b04f64efb2fa7aa0994819a87da0f8812a64,26/06/2023 00:33:52,ESCANER
9462,"Sololá",7,"Concepción",8,1170,400,9,1,2,1,71,0,3,44,0,1,0,17,14,8,0,0,1,1,1,6,1,0,181,29,130,340,0,340,--,400,60,181,340,340,Algún campo sin dato,1,4dd02a5582ec8d02a98944cba2b89f7d6b2ad41833075ab7ca150c0f993caffc,26/06/2023 03:58:21,ESCANER
9463,"Sololá",7,"Concepción",8,1170,400,6,0,1,1,65,0,1,42,0,0,1,24,15,4,0,1,0,1,0,6,0,0,168,25,166,359,0,359,--,400,41,168,359,359,Algún campo sin dato,1,f4b04707e7c9e29a73626a25ab289c34f5f1248e26ef9137d20f48ccff9a81ea,25/06/2023 22:45:03,ESCANER
9464,"Sololá",7,"Concepción",8,1170,400,13,--,3,--,73,3,1,44,--,--,--,17,10,2,--,--,2,2,--,4,1,--,175,26,149,350,--,350,--,400,50,175,350,350,Algún campo sin dato,1,43d3c7311401a1fe515a31e7038939a72eefd7542c1c4ea95d3edf04384fd318,25/06/2023 23:05:26,ESCANER
9465,"Sololá",7,"Concepción",8,1170,400,6,1,3,0,61,1,1,50,0,0,0,19,23,5,0,0,0,3,0,3,1,0,177,32,151,360,0,360,--,403,43,177,360,360,Algún campo sin dato,1,2b079a0bd86c7c420331ca5fef5c3803433527638c1c469c951183316801e1cb,26/06/2023 00:32:16,ESCANER
9466,"Sololá",7,"Concepción",8,1170,400,9,2,2,0,63,0,1,42,0,0,1,33,17,5,1,0,0,0,0,7,1,0,184,27,139,350,0,0,--,400,50,184,350,350,Algún campo sin dato,1,9cce3eb484b76ba758081a21798f82654aaf68d357570db9bab194bac0234fd1,26/06/2023 01:10:25,ESCANER
9467,"Sololá",7,"Concepción",8,1170,400,9,0,1,0,65,0,0,29,0,0,1,18,19,8,0,0,0,2,0,6,1,0,159,18,141,318,0,318,--,400,82,159,318,318,Algún campo sin dato,1,53eb6fd515a31d758db391a4034ddb5521a3483ef83d52b86cf993d8a4b85328,26/06/2023 01:25:19,ESCANER
9468,"Sololá",7,"Concepción",8,1170,400,14,1,3,3,70,0,0,34,0,0,1,24,23,6,0,0,2,1,0,6,2,0,190,31,98,319,0,319,--,400,81,190,319,319,Algún campo sin dato,1,e05c8401554b24cd1bc5ef04dbc98398f7b9a767bd8f1ff8fd75e8671a2ade98,26/06/2023 00:55:21,ESCANER
9469,"Sololá",7,"Concepción",8,1170,400,20,--,7,0,69,--,2,35,--,--,1,27,24,4,--,--,1,3,--,4,2,--,199,34,90,323,--,323,--,413,74,199,323,323,Algún campo sin dato,1,25f51fd766897fff86328a7c32e2c17f8066163ba957b2b8195d4cb643d48f3c,26/06/2023 03:31:10,ESCANER
9470,"Sololá",7,"Concepción",8,1170,400,17,0,3,1,78,0,0,39,0,0,0,21,21,12,0,0,1,4,0,6,4,0,207,33,85,325,--,325,--,400,74,207,325,325,Algún campo sin dato,1,c00dfa3e0283c0752e2a5dcb70a9b0b45c9ea7c3d5ec6b4f6c06b7cd40659ef2,26/06/2023 00:25:10,ESCANER
9471,"Sololá",7,"Concepción",8,1170,270,9,1,2,1,41,0,2,35,0,0,1,21,15,8,0,0,0,3,0,0,0,0,139,20,61,220,81,220,--,267,47,139,220,301,Sumas Asentadas sin cuadrar,1,9b52eb61cf7db7bec267a02df15d2108f2b799f50cbf9d2861acd46555a3e80f,25/06/2023 22:23:55,ESCANER
9472,"Sololá",7,"Concepción",8,1170,270,7,0,0,1,48,0,0,22,0,1,1,13,14,5,0,1,0,3,1,0,2,0,119,26,66,211,0,211,--,267,56,119,211,211,Algún campo sin dato,1,90814b85bbfaf31b484df61f37e1f65adcdead7af16691998ce5e4928e1dfa57,25/06/2023 23:56:56,ESCANER
9473,"Sololá",7,"San Andrés Semetabaj",9,1171,400,41,12,45,2,17,3,7,64,0,1,3,4,2,4,1,0,3,3,1,39,2,1,255,36,36,327,0,327,--,400,73,255,327,327,Algún campo sin dato,1,d1eb5de6c910fc23031cd401843449193234b691b83f0fa134e81b3176c0fe02,26/06/2023 01:51:33,ESCANER
9474,"Sololá",7,"San Andrés Semetabaj",9,1171,400,41,12,46,6,26,0,9,65,0,1,1,3,2,5,1,1,0,5,0,29,2,0,255,37,29,321,0,321,--,400,79,255,321,321,Algún campo sin dato,1,d3edfd3d2552172929fd7575d676319ae6875a69430a71182516ec73f857695d,26/06/2023 00:46:58,ESCANER
9475,"Sololá",7,"San Andrés Semetabaj",9,1171,400,53,11,20,9,31,0,10,59,0,2,1,2,4,5,0,0,1,6,1,28,2,0,245,37,40,322,0,322,--,400,78,245,322,322,Algún campo sin dato,1,c816d963a873b2135228f03e9f238ea8bec9e86e7bfe69d61263683e01c82ad0,25/06/2023 23:39:11,ESCANER
9476,"Sololá",7,"San Andrés Semetabaj",9,1171,400,33,13,42,6,25,2,8,60,0,8,6,1,3,1,0,0,0,4,1,27,2,0,242,29,34,305,0,--,--,400,95,242,305,305,Algún campo sin dato,1,a73ab97478a379d5db9a79c4e98dfe83eb7dd1e3f410eafa93f99a9eb21fbcb4,25/06/2023 23:27:58,ESCANER
9477,"Sololá",7,"San Andrés Semetabaj",9,1171,400,56,10,44,2,17,1,5,56,0,1,1,2,5,3,0,0,0,9,1,26,1,0,240,29,17,286,0,286,--,403,114,240,286,286,Algún campo sin dato,1,5fe9a021c44d6fd626105569e315d56efdf8eec2719ef1ae5885be7bdc87955f,26/06/2023 03:37:43,ESCANER
9478,"Sololá",7,"San Andrés Semetabaj",9,1171,400,48,13,44,4,17,1,1,69,0,0,2,4,3,7,1,0,1,13,0,24,3,0,255,30,21,306,0,306,--,400,94,255,306,306,Algún campo sin dato,1,c9b2b9380ab85538bee61663ae439780402bdec7d6dc6945a2654db31f5d78ea,25/06/2023 23:56:14,ESCANER
9479,"Sololá",7,"San Andrés Semetabaj",9,1172,400,36,7,47,7,29,2,6,38,0,4,4,6,1,5,0,0,1,11,0,35,7,0,246,26,11,283,0,283,--,400,117,246,283,283,Algún campo sin dato,1,2f3c40e778eebe08294fe3b9709365c8f10f75d6d9ee7f0fc5ecd7bfcdd92306,26/06/2023 00:28:49,ESCANER
9480,"Sololá",7,"San Andrés Semetabaj",9,1172,400,38,10,56,3,13,1,9,46,0,0,4,3,0,4,1,1,1,16,1,26,4,0,237,42,0,279,0,279,1,400,121,237,279,279,,1,23759c89227ae2aeeeee6f8609471ad31b44c0cd081f36e53fdb2d44917a3bba,25/06/2023 23:36:09,ESCANER
9481,"Sololá",7,"San Andrés Semetabaj",9,1172,225,14,3,34,2,7,2,1,25,0,0,2,4,2,1,1,0,0,16,1,10,0,1,126,7,8,141,0,141,--,225,84,126,141,141,Algún campo sin dato,1,7effd17a3d776d9af2ae21d74556a0c99eba2967a7b9ed9446776f81fb0ff2ff,25/06/2023 22:50:22,ESCANER
9482,"Sololá",7,"San Andrés Semetabaj",9,1172,225,13,10,17,2,13,2,4,19,0,0,1,3,3,2,0,0,0,9,1,15,3,0,117,12,13,142,0,142,--,225,83,117,142,142,Algún campo sin dato,1,ec637fba85700e4faac12b21c6bdd19f0819d844f97c3c85603ac7ce32f30ed8,25/06/2023 22:17:51,ESCANER
9483,"Sololá",7,"San Andrés Semetabaj",9,1173,400,16,89,22,3,30,1,5,42,0,1,1,1,4,4,1,0,0,4,3,41,0,0,268,37,34,339,0,339,--,398,59,268,339,339,Algún campo sin dato,1,23eedaaf172e9c14c22b26198df879925c6762a9bce41c1ce570c2c7c43ecb4a,25/06/2023 23:13:47,ESCANER
9484,"Sololá",7,"San Andrés Semetabaj",9,1173,400,23,71,26,6,27,0,7,62,0,0,0,1,3,1,1,0,3,4,1,27,3,0,266,37,35,338,0,338,--,400,62,266,338,338,Algún campo sin dato,1,d84522b8de98dc7b291b0e1899d0ce1615f4c1cf27f83c218fa835b8e0965a73,26/06/2023 00:30:54,ESCANER
9485,"Sololá",7,"San Andrés Semetabaj",9,1174,400,16,68,29,8,33,0,2,43,0,1,0,1,3,1,1,0,0,4,5,35,1,0,251,21,22,294,0,294,--,398,104,251,294,294,Algún campo sin dato,1,4c921f9b1a6337fb32d3b259dc224182f44b0798a962ffc014d091cadcbc9c20,25/06/2023 23:24:02,ESCANER
9486,"Sololá",7,"San Andrés Semetabaj",9,1174,349,14,50,28,5,23,0,1,35,0,0,0,1,4,1,1,1,0,6,0,38,1,0,209,29,12,250,0,250,--,349,99,209,250,250,Algún campo sin dato,1,162353c2717c33c2b87e18973b6d29133be30cbd5cc773de5861cf389feb097e,25/06/2023 23:00:39,ESCANER
9487,"Sololá",7,"San Andrés Semetabaj",9,1174,349,18,47,35,2,30,1,3,23,0,0,2,0,1,0,0,0,0,7,0,45,1,0,215,24,17,256,0,256,--,--,--,215,256,256,Algún campo sin dato,1,92daa28119e614b62259dad899198879f392738725686238fe37b8d140c3f244,25/06/2023 23:40:31,ESCANER
9488,"Sololá",7,"San Andrés Semetabaj",9,1175,380,45,67,24,2,39,0,5,24,0,0,2,2,2,3,1,0,0,5,1,9,0,0,231,27,63,321,4,325,--,380,55,231,321,325,Algún campo sin dato,1,a2e4155ec52c05a3a38db61d71eea9ad2c17d77919d1a77403be05893b417ccf,25/06/2023 23:44:36,ESCANER
9489,"Sololá",7,"San Andrés Semetabaj",9,1175,380,41,40,39,7,42,0,2,37,0,0,2,0,7,1,1,0,0,8,0,15,7,0,0,27,39,0,0,380,--,--,--,249,315,315,Sumas Asentadas sin cuadrar,1,ec752bbec65520368958fb35c90a8842224e591a4139c8a89a8c34d0e912cd1b,26/06/2023 01:02:09,ESCANER
9490,"Sololá",7,"San Andrés Semetabaj",9,1175,380,94,56,6,2,39,2,4,30,0,2,1,2,4,0,2,0,2,3,0,4,7,0,260,22,33,315,2,317,--,380,63,260,315,317,Algún campo sin dato,1,eaf25a88690553ff6b17c93956bd7ed0b6c1f6bca0d50821bc6dfb4fa12c93a7,25/06/2023 23:54:55,ESCANER
9491,"Sololá",7,"San Andrés Semetabaj",9,1175,380,53,66,19,6,30,1,2,30,0,0,0,0,2,0,0,0,1,5,0,11,2,0,228,28,23,279,0,279,--,380,101,228,279,279,Algún campo sin dato,1,dbe7b944a77dd4ef83af3ecf6313511aa74252457cafe82783b1ca78dbc1599b,26/06/2023 01:55:25,ESCANER
9492,"Sololá",7,"San Andrés Semetabaj",9,1175,380,54,49,25,3,25,0,1,34,0,0,4,1,2,0,1,0,0,11,0,8,1,0,219,16,22,257,0,257,--,380,123,219,257,257,Algún campo sin dato,1,342ca0d510cc7d1266ecc08c29a8badfbbd22cf9c45437038523fa04e416acff,25/06/2023 23:20:37,ESCANER
9493,"Sololá",7,"San Andrés Semetabaj",9,1175,192,39,14,12,2,20,0,0,13,0,0,0,0,2,0,0,1,0,5,1,9,1,0,119,6,4,129,0,129,--,192,63,119,129,129,Algún campo sin dato,1,3c39344f5d9a63a915c00f65d69bf308737e381d179b533ff7f9e57b43f7c3c2,25/06/2023 21:16:54,ESCANER
9494,"Sololá",7,"San Andrés Semetabaj",9,1175,191,22,32,10,2,20,0,0,19,0,0,0,0,0,0,0,0,0,2,0,6,3,0,116,7,8,131,0,131,--,191,60,116,131,131,Algún campo sin dato,1,aa32e29a8ca3f62a4a8a0e58449a702a92d71ba7c1926cf677a5abfde49d3b99,25/06/2023 23:05:55,ESCANER
9495,"Sololá",7,"San Andrés Semetabaj",9,1176,192,5,8,5,0,2,2,2,7,0,2,1,1,0,2,1,0,0,0,0,4,2,0,44,8,6,58,0,58,--,192,134,44,58,58,Algún campo sin dato,1,d8a936e83e4fa12455454060e65daa808ccc7d12b0ffccd06ef431c50f647db3,25/06/2023 22:49:45,ESCANER
9496,"Sololá",7,"Panajachel",10,1177,400,27,3,15,19,17,1,17,36,1,9,1,7,19,2,0,2,1,15,2,19,9,0,222,50,22,294,0,294,--,397,103,222,294,294,Algún campo sin dato,1,7f2ea3902d9846f27d04563d2657b08ef9968510c58a3f2d2f3f43ea929ce996,25/06/2023 23:52:04,ESCANER
