TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
922,877,95.1193,874,94.7939,3,332560,216665,65.1506

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNIONISTA,CABAL,AZUL,URNG-MAIZ WINAQ,VAMOS,PHG,VICTORIA,MLP,PR,P A N,UR,PIN,BIEN,VALOR,UNE,PPN,FCN-NACION,VIVA,ELEFANTE,CREO,CAMBIO,PODEMOS,MI FAMILIA,SEMILLA,VOS,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
6592,"Chimaltenango",3,"Acatenango",11,701,396,21,1,8,3,4,48,0,51,1,0,2,0,0,0,1,11,1,1,7,1,2,9,33,2,28,9,244,32,18,294,0,294,0,396,102,244,294,294,,1,2cc7971279130a31bb38c1f00fc53d4ad53e2f692cd2b108233b5fa9581b0338,26/06/2023 00:12:13,ESCANER
6593,"Chimaltenango",3,"Acatenango",11,701,396,21,0,7,0,4,36,0,49,1,1,0,0,0,4,1,17,3,1,8,0,2,6,21,0,18,4,204,31,21,256,0,256,0,396,140,204,256,256,,1,934a350c91319f6f185b10461711d9607012251e445b8aacd21822e77693a206,26/06/2023 00:19:03,ESCANER
6594,"Chimaltenango",3,"Acatenango",11,702,380,77,0,5,5,0,71,1,11,0,0,1,3,0,0,1,16,2,0,4,0,0,0,16,0,1,1,215,20,53,288,--,288,0,380,92,215,288,288,Algún campo sin dato,1,a8c45f3c6e138c73616a95c52f332f19f2b910c3521078dfaac14f0ad3a32b98,25/06/2023 23:50:41,ESCANER
6595,"Chimaltenango",3,"Acatenango",11,702,380,91,0,2,2,1,86,0,8,1,0,0,1,0,4,0,19,1,0,4,0,1,1,20,0,6,3,251,16,41,308,0,308,--,380,72,251,308,308,Algún campo sin dato,1,830c8223d53291c0d9b726849b87d09ac67f8c02fdb7ebd9ead16d5ea444893a,26/06/2023 01:24:55,ESCANER
6596,"Chimaltenango",3,"Acatenango",11,702,361,45,0,3,1,1,60,0,13,0,0,0,0,0,1,1,7,0,0,1,0,0,0,24,0,5,3,168,18,31,217,2,219,0,361,142,165,214,216,Sumas Asentadas sin cuadrar,1,a0be7e5f651036ff578bd8e0eb39671495ded9aa727169725c2cfac1074e7ebe,26/06/2023 01:54:18,ESCANER
6597,"Chimaltenango",3,"Acatenango",11,702,361,45,0,4,0,2,71,0,5,0,0,0,0,0,1,0,16,0,1,3,2,0,2,21,0,10,2,185,18,26,229,0,229,0,361,132,185,229,229,,1,9ff0a041a06bde769aeeedf8db60422680f9a42e97c1506b355faed28f2d16b0,26/06/2023 00:09:02,ESCANER
6598,"Chimaltenango",3,"Acatenango",11,703,380,40,1,7,0,4,39,0,41,4,0,3,2,1,0,2,18,3,0,5,0,0,3,14,0,1,3,191,35,37,263,0,263,0,379,116,191,263,263,,1,4a79f1c4e8043c7dbb921a8aefceaab37a8d60781fc2d3b0ca204e21f9b8c383,26/06/2023 01:18:15,ESCANER
6599,"Chimaltenango",3,"Acatenango",11,703,380,37,0,6,2,4,73,0,32,6,0,0,1,0,1,1,5,2,3,13,0,0,0,22,1,2,1,212,30,52,294,0,294,--,380,86,212,294,294,Algún campo sin dato,1,1f50a489637d39fa9db4ce69687a6228489d3f2a5f375ca01472f911219c4e8c,25/06/2023 22:06:19,ESCANER
6600,"Chimaltenango",3,"Acatenango",11,703,380,10,0,10,1,2,43,0,67,1,1,1,1,0,0,0,16,4,0,7,1,0,0,28,2,3,0,198,38,42,278,0,278,0,380,102,198,278,278,,1,82a41d0296f056429b1c0d803e5ed2fa35f732482f57166e4c21f77111c7cb06,26/06/2023 00:11:23,ESCANER
6601,"Chimaltenango",3,"Acatenango",11,703,380,30,0,19,1,0,35,0,61,2,0,0,1,0,0,0,14,8,1,2,0,1,7,35,3,4,2,226,16,36,278,0,278,0,380,102,226,278,278,,1,b2781b16061e601e414208028b6b9308e66dc371a7ac7fd1f0a06b926028a02f,25/06/2023 23:05:49,ESCANER
6602,"Chimaltenango",3,"Acatenango",11,703,380,17,1,8,1,1,37,0,65,2,0,2,0,0,1,1,18,1,2,3,0,1,4,30,1,2,3,201,40,33,274,0,274,0,380,106,201,274,274,,1,ba5c5909e874caa9bcb6f1e16bd39123b7892fb455752726626ebed675fdc88a,26/06/2023 00:49:25,ESCANER
6603,"Chimaltenango",3,"Acatenango",11,703,380,27,1,20,1,3,26,0,52,5,1,1,1,0,0,1,15,3,1,5,1,0,2,26,0,7,1,200,25,22,247,0,247,--,380,133,200,247,247,Algún campo sin dato,1,c2ab64be74b36b3167e5d81be50e38080543974c38137057566a2bd591ff0434,25/06/2023 22:49:30,ESCANER
6604,"Chimaltenango",3,"Acatenango",11,703,380,21,0,22,2,0,42,0,51,4,0,1,0,0,0,2,16,5,3,2,0,0,6,28,0,2,1,208,22,22,252,0,252,0,380,128,208,252,252,,1,8c506a56ef7f091d50b245939c5976857bb3b5a8cf4c4bd55ed1cfece15c0018,26/06/2023 00:33:29,ESCANER
6605,"Chimaltenango",3,"Acatenango",11,703,365,19,0,9,0,1,49,1,48,4,3,0,1,0,1,1,8,2,3,7,3,2,4,17,0,15,9,207,17,16,240,0,240,0,365,125,207,240,240,,1,8e9d2b9efd4da0403774edcbeb3efeaa8f1c9870d13baa00d90f7b15463e5bdd,25/06/2023 23:43:23,ESCANER
6606,"Chimaltenango",3,"Acatenango",11,703,364,14,0,19,0,4,55,0,51,2,0,0,0,0,0,0,6,1,0,6,0,0,3,17,2,9,3,192,21,15,228,0,228,0,364,136,192,228,228,,1,5cc0b94a34f3e02c1beda2a933ebaf1f0cf0589a030d930517a7144cddef3f43,25/06/2023 23:35:23,ESCANER
6607,"Chimaltenango",3,"Acatenango",11,704,566,13,2,5,2,2,16,0,17,1,1,1,0,0,2,3,4,3,4,4,3,0,2,14,3,5,5,112,15,21,148,0,148,0,564,416,112,148,148,,1,34d52e5bf9e450842e93f27a248866178986b890ef7315e6730eb7af1683dc1f,26/06/2023 00:54:13,ESCANER
6608,"Chimaltenango",3,"Yepocapa",12,705,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6609,"Chimaltenango",3,"Yepocapa",12,705,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6610,"Chimaltenango",3,"Yepocapa",12,705,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6611,"Chimaltenango",3,"Yepocapa",12,705,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6612,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6613,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6614,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6615,"Chimaltenango",3,"Yepocapa",12,706,400,2,0,3,2,7,84,0,1,8,0,3,2,1,0,11,58,5,1,10,4,3,18,2,0,15,7,247,41,38,326,0,326,--,404,78,247,326,326,Algún campo sin dato,1,3cb39d127927163048af19ff508cc499d46f841e81b510b29996740e8c54183a,26/06/2023 00:44:35,ESCANER
6616,"Chimaltenango",3,"Yepocapa",12,706,400,2,2,4,2,6,75,0,1,7,0,2,2,0,0,7,67,7,0,11,5,4,15,2,1,11,7,240,61,36,337,0,337,--,400,63,240,337,337,Algún campo sin dato,1,99a40e671a2f4bb31764f9d4e99696f5d74720c416f5b41fc64fb41497cf4965,26/06/2023 00:04:05,ESCANER
6617,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6618,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6619,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6620,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6621,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6622,"Chimaltenango",3,"Yepocapa",12,706,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6623,"Chimaltenango",3,"Yepocapa",12,707,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6624,"Chimaltenango",3,"Yepocapa",12,707,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6625,"Chimaltenango",3,"Yepocapa",12,708,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6626,"Chimaltenango",3,"Yepocapa",12,708,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6627,"Chimaltenango",3,"Yepocapa",12,708,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6628,"Chimaltenango",3,"Yepocapa",12,708,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6629,"Chimaltenango",3,"Yepocapa",12,708,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6630,"Chimaltenango",3,"Yepocapa",12,708,400,0,0,1,3,6,74,0,2,8,1,1,0,0,0,7,55,3,1,7,3,5,18,2,1,22,8,228,38,32,298,0,298,--,400,102,228,298,298,Algún campo sin dato,1,2bd8abeda0adb943b0734615b7a0d233e7f384ab7de341f3ae01101133665267,26/06/2023 00:59:50,ESCANER
6631,"Chimaltenango",3,"Yepocapa",12,708,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6632,"Chimaltenango",3,"Yepocapa",12,708,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6633,"Chimaltenango",3,"Yepocapa",12,708,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6634,"Chimaltenango",3,"Yepocapa",12,709,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6635,"Chimaltenango",3,"Yepocapa",12,709,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6636,"Chimaltenango",3,"Yepocapa",12,709,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6637,"Chimaltenango",3,"Yepocapa",12,709,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6638,"Chimaltenango",3,"Yepocapa",12,709,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6639,"Chimaltenango",3,"Yepocapa",12,709,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6640,"Chimaltenango",3,"Yepocapa",12,709,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6641,"Chimaltenango",3,"Yepocapa",12,709,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6642,"Chimaltenango",3,"Yepocapa",12,709,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6643,"Chimaltenango",3,"Yepocapa",12,709,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6644,"Chimaltenango",3,"Yepocapa",12,710,380,10,1,2,3,0,74,0,1,2,0,4,1,0,1,41,61,5,0,16,1,0,15,0,0,5,3,246,26,26,298,0,298,--,380,82,246,298,298,Algún campo sin dato,1,031f46bc89b4295c337aba4e6c79485d4fa8d0cf18644998bb8183187121435c,26/06/2023 00:41:09,ESCANER
6645,"Chimaltenango",3,"Yepocapa",12,710,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6646,"Chimaltenango",3,"Yepocapa",12,710,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6647,"Chimaltenango",3,"Yepocapa",12,710,380,5,0,7,4,1,52,0,0,1,0,0,0,0,1,39,52,1,0,21,2,0,23,0,0,5,8,222,22,21,265,0,265,--,380,115,222,265,265,Algún campo sin dato,1,b6fe185f8d4024636ce8c1e402a166d89a90b71f2d58194787e94d3306f7446c,26/06/2023 00:48:36,ESCANER
6648,"Chimaltenango",3,"Yepocapa",12,710,380,3,3,3,2,0,73,0,0,4,0,1,0,0,0,36,44,3,1,17,0,1,11,0,1,4,5,212,18,29,259,0,259,--,380,121,212,259,259,Algún campo sin dato,1,7f36197253d7755eb0ff0a189c06e7911076d463603b7785720060a77da7ccbf,26/06/2023 01:01:47,ESCANER
6649,"Chimaltenango",3,"Yepocapa",12,710,380,8,1,0,1,1,57,0,1,1,1,1,0,0,1,36,42,1,0,13,3,0,20,0,0,5,5,198,9,8,215,1,216,--,380,164,198,215,216,Algún campo sin dato,1,6f154896ef103f77bf8cecbb846180811bc193188d0518a7fefcc3672f3f1ca5,26/06/2023 00:23:36,ESCANER
6650,"Chimaltenango",3,"Yepocapa",12,710,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6651,"Chimaltenango",3,"Yepocapa",12,710,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6652,"Chimaltenango",3,"Yepocapa",12,711,380,3,1,2,3,2,38,1,0,3,1,0,0,2,2,5,61,3,2,3,2,0,37,0,0,1,13,185,30,27,242,0,242,--,380,138,185,242,242,Algún campo sin dato,1,2afa28d91eb5609f4176dc98dcbe9c4eb7084ebba026e4410402a03d71dbeca8,26/06/2023 00:49:02,ESCANER
6653,"Chimaltenango",3,"Yepocapa",12,711,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6654,"Chimaltenango",3,"Yepocapa",12,711,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
6655,"Chimaltenango",3,"Yepocapa",12,711,193,0,0,1,0,1,9,0,1,0,0,0,0,0,0,3,29,1,0,1,0,0,28,0,0,2,5,81,4,2,87,0,87,--,193,106,81,87,87,Algún campo sin dato,1,4c9c01ff62d49be79e5d149f0ad05b3dc34e2896ab9dff836df42a25c55661f2,25/06/2023 22:08:30,ESCANER
6656,"Chimaltenango",3,"Yepocapa",12,711,192,2,1,1,0,1,15,0,0,0,0,0,0,0,0,1,21,3,0,2,0,0,23,1,0,0,4,75,2,5,82,0,0,--,192,110,75,82,82,Algún campo sin dato,1,7d5126165c2b73e220409cc996d089f0e2f8184d71290efe278b57d4a63e87d7,25/06/2023 23:27:37,ESCANER
6657,"Chimaltenango",3,"Yepocapa",12,712,380,1,2,1,2,1,19,1,1,5,0,2,0,0,0,10,34,10,1,9,1,0,9,0,0,11,9,129,26,16,171,0,171,--,380,209,129,171,171,Algún campo sin dato,1,6c4c66c619c77c56fe9ae67b5f736f97f214cfbdd5fe230541740befb52ceef6,26/06/2023 00:13:02,ESCANER
6658,"Chimaltenango",3,"Yepocapa",12,712,380,1,0,3,1,3,18,0,0,2,1,0,0,1,0,4,15,2,0,2,1,1,8,0,2,7,8,80,28,12,120,0,120,--,380,260,80,120,120,Algún campo sin dato,1,1274b06620131e951696a1709abefa05ccfeecd083c09b3a1e01b9b97614387f,26/06/2023 01:00:24,ESCANER
6659,"Chimaltenango",3,"San Andrés Itzapa",13,713,400,9,41,10,3,7,20,4,4,1,1,0,3,2,3,8,15,5,3,15,3,0,3,9,1,14,10,194,39,32,265,0,265,--,404,139,194,265,265,Algún campo sin dato,1,6decc6f7d1a96b622d0f277d0dbbab19f0b84b7693e25bbd128b77f70e919f02,25/06/2023 23:32:22,ESCANER
6660,"Chimaltenango",3,"San Andrés Itzapa",13,713,400,10,23,12,5,5,26,3,5,3,3,1,2,2,1,8,9,7,2,16,6,1,8,4,1,13,8,184,39,37,260,2,262,2,400,138,184,260,262,,1,027c20ff6f1fba180ffb7cb3356684d6c57a879654f0de4166bd7b306fbcf121,26/06/2023 00:22:29,ESCANER
6661,"Chimaltenango",3,"San Andrés Itzapa",13,713,400,16,31,17,12,4,22,3,0,1,5,2,2,0,3,13,17,7,4,18,15,1,4,6,1,10,7,221,36,26,284,0,284,--,284,120,221,283,283,Sumas Asentadas sin cuadrar,1,c70df1debcf8d4021cf9b0129abec9c41742e7413fa98469afc527a376b18bda,26/06/2023 00:37:03,ESCANER
6662,"Chimaltenango",3,"San Andrés Itzapa",13,713,400,5,42,15,5,3,28,3,6,0,4,4,5,1,3,17,12,6,1,13,7,1,9,8,1,19,11,229,38,28,295,1,296,1,400,104,229,295,296,,1,2a17847d441901a60221cb9c5e365aea3c72b056be3fc1e7201c21645d65eeed,26/06/2023 01:21:31,ESCANER
6663,"Chimaltenango",3,"San Andrés Itzapa",13,714,400,11,20,15,5,5,18,9,4,2,2,2,4,0,2,9,11,7,2,14,11,2,3,6,3,17,8,192,36,43,271,0,271,--,400,129,192,271,271,Algún campo sin dato,1,6e10ab5de7678eb18ba5e8ae4411e679b53cd51e0e3ba82e753d2012eb2221cf,26/06/2023 00:37:11,ESCANER
6664,"Chimaltenango",3,"San Andrés Itzapa",13,714,400,13,27,11,10,9,16,4,1,3,4,2,3,0,1,10,16,7,9,18,8,0,5,4,0,17,7,205,35,39,279,0,279,--,400,127,205,279,279,Algún campo sin dato,1,2842e3797ac70a056b64a05d625b2f2e15b38c1cdd9394ee054d68a7c1fac69f,26/06/2023 00:50:02,ESCANER
6665,"Chimaltenango",3,"San Andrés Itzapa",13,714,400,7,36,15,6,11,17,4,5,3,10,3,2,0,3,17,12,5,3,9,7,2,2,6,1,10,9,205,36,37,242,0,242,--,400,119,205,278,278,Sumas Asentadas sin cuadrar,1,bbdb09a9c95d4c8a613fd830f9e6ff8a1cf9477b79fbdf66306b4d7a55cc3524,26/06/2023 00:54:09,ESCANER
6666,"Chimaltenango",3,"San Andrés Itzapa",13,714,400,8,34,21,4,6,18,2,5,2,4,0,3,0,1,23,13,3,6,21,7,4,3,6,2,17,10,223,38,27,288,0,288,--,408,120,223,288,288,Algún campo sin dato,1,ab4e0e89cab34ca0df2de00ace2deef316b07a2b84ec35b5bc1d5bb21a6b7720,26/06/2023 00:11:33,ESCANER
6667,"Chimaltenango",3,"San Andrés Itzapa",13,714,400,9,33,14,2,5,22,1,10,2,8,0,1,1,4,10,13,2,6,15,11,4,1,7,3,9,5,198,30,37,265,0,265,--,404,139,198,265,265,Algún campo sin dato,1,30d3bad1294c1efab1e830fd7280859014e7259f627bc137af4a3ac5db2df614,26/06/2023 00:33:06,ESCANER
6668,"Chimaltenango",3,"San Andrés Itzapa",13,714,400,8,33,17,5,7,19,5,5,6,2,4,4,0,1,11,15,1,1,16,2,0,1,16,5,15,4,203,36,31,270,0,270,--,400,130,203,270,270,Algún campo sin dato,1,e7182d3bade634a16139e0d4cf75965cfac4411664642bf4ec135d077afa991d,25/06/2023 23:41:44,ESCANER
6669,"Chimaltenango",3,"San Andrés Itzapa",13,714,400,7,24,12,7,7,19,3,7,6,3,2,5,0,1,11,14,3,3,15,9,2,4,4,0,20,5,193,38,31,262,0,262,--,404,142,193,262,262,Algún campo sin dato,1,400de76e359a1db2bfb6b584b7914639429396fefd235795365452d62c846ec0,25/06/2023 23:55:14,ESCANER
6670,"Chimaltenango",3,"San Andrés Itzapa",13,714,400,7,32,15,11,7,13,7,6,1,3,1,2,0,1,11,15,6,6,23,12,1,4,5,1,19,10,219,33,21,273,0,273,--,400,127,219,273,273,Algún campo sin dato,1,02e771257038fb5cf934efa896f7c10f0d0141d53207efcd3cf86be234bb8838,25/06/2023 23:55:13,ESCANER
6671,"Chimaltenango",3,"San Andrés Itzapa",13,715,400,6,28,12,8,6,26,3,8,4,4,1,0,0,3,10,6,5,5,11,12,0,9,2,2,14,10,195,31,9,235,0,235,--,400,165,195,235,235,Algún campo sin dato,1,8c91078c3e9efa9e863eefd3b821756c55c2f28ecf5f1b2b8c56e2c20d3efcd5,26/06/2023 00:52:12,ESCANER
6672,"Chimaltenango",3,"San Andrés Itzapa",13,715,400,10,34,10,9,7,22,3,6,0,1,1,1,0,3,10,15,3,6,11,9,1,7,7,2,18,10,206,31,17,254,0,254,--,400,146,206,254,254,Algún campo sin dato,1,ddc0c71e34977b1f8b4a5355d93a1e73a7566d8ac9670f9915a7e31cf27aa654,26/06/2023 00:05:29,ESCANER
6673,"Chimaltenango",3,"San Andrés Itzapa",13,715,400,9,35,24,7,6,23,2,4,2,4,0,6,0,3,10,18,4,3,17,4,0,4,4,5,12,2,208,41,32,281,0,281,1,400,119,208,281,281,,1,d75fa0c8f3df3f1ecb242f7df1cb47b5296eb58a7dcd9551be35f2bcd461f146,26/06/2023 01:31:55,ESCANER
6674,"Chimaltenango",3,"San Andrés Itzapa",13,715,400,14,22,11,11,7,15,4,6,2,2,1,4,1,1,11,11,5,5,14,8,0,5,14,1,17,8,200,30,28,258,0,258,0,400,142,200,258,258,,1,5aa5f8ffd6edd640742b9eae2c68ba5dc019ed0e068fda678dd554ab398b3c41,26/06/2023 01:45:40,ESCANER
6675,"Chimaltenango",3,"San Andrés Itzapa",13,715,400,3,21,14,8,2,17,2,11,3,3,1,4,1,3,7,11,10,1,20,3,2,6,2,2,13,7,177,32,29,238,0,238,--,404,166,177,238,238,Algún campo sin dato,1,fd0df7daf14813f89b22ca914e67811ebffd92578f93bbef09fc54508f34c3c2,25/06/2023 23:55:34,ESCANER
6676,"Chimaltenango",3,"San Andrés Itzapa",13,715,400,4,28,14,9,9,23,6,3,3,4,1,4,0,2,17,9,7,4,12,13,4,3,8,4,23,10,224,30,24,278,0,278,--,400,122,224,278,278,Algún campo sin dato,1,7f1da652375cf4f54ceb8e0d71085b06e3f90cb52e492c2d35b76efb4857e3af,25/06/2023 23:31:05,ESCANER
6677,"Chimaltenango",3,"San Andrés Itzapa",13,715,400,7,37,13,7,11,20,4,2,2,6,2,2,1,3,8,18,5,6,20,13,0,2,7,2,18,6,222,33,22,277,0,277,--,399,122,222,277,277,Algún campo sin dato,1,f2a1fa9b467e6979f4a683d48671cfb6724361e244300745487cc3306ce4b569,26/06/2023 00:37:56,ESCANER
6678,"Chimaltenango",3,"San Andrés Itzapa",13,715,400,11,25,16,17,6,19,3,7,2,6,5,4,1,4,8,13,5,0,17,8,1,4,5,1,18,6,212,36,19,267,0,267,--,401,134,212,267,267,Algún campo sin dato,1,5b8451634d01909856a5cdda8614cdebff2a7cdcbcb79ed0636c397387fc125c,25/06/2023 23:41:30,ESCANER
6679,"Chimaltenango",3,"San Andrés Itzapa",13,716,400,11,21,17,6,14,14,6,5,2,7,3,2,0,4,13,8,7,3,18,11,2,3,2,1,25,8,213,35,25,273,0,273,--,404,131,213,273,273,Algún campo sin dato,1,f0a20391b77553bbdb3325a830d7359caab631c06d9b6f9433e23340d35c1c6a,26/06/2023 01:21:27,ESCANER
6680,"Chimaltenango",3,"San Andrés Itzapa",13,716,400,8,36,10,8,5,20,2,6,2,6,1,4,0,2,8,9,5,7,16,8,4,5,7,3,17,3,202,30,28,260,3,263,--,410,138,202,260,263,Algún campo sin dato,1,7f9d7d1feb02c18299db12dc5b9669f8ac913dc1bc26992464e26209e7556a78,26/06/2023 01:27:37,ESCANER
6681,"Chimaltenango",3,"San Andrés Itzapa",13,716,400,8,30,13,11,3,21,3,4,3,7,4,2,1,0,16,13,5,4,13,11,2,5,6,4,11,5,205,18,25,248,0,248,--,396,148,205,248,248,Algún campo sin dato,1,ecd77971923ab4451c168d8c669c818e697f9fc00074551cef9f4e76a08a8cda,26/06/2023 00:32:32,ESCANER
6682,"Chimaltenango",3,"San Andrés Itzapa",13,716,400,8,5,5,11,10,24,8,2,2,0,2,8,0,2,14,13,7,5,14,4,1,4,7,2,12,10,259,24,23,259,0,259,--,395,134,180,227,227,Sumas Asentadas sin cuadrar,1,b3c5d9fd846c910dce6efcb46c4d6b113037001dbd4c747fdc49a6c0ee396533,26/06/2023 00:53:01,ESCANER
6683,"Chimaltenango",3,"San Andrés Itzapa",13,716,400,12,26,10,10,7,27,4,8,2,2,5,2,1,1,15,17,5,1,12,6,1,2,7,3,14,7,207,33,29,269,0,269,--,404,135,207,269,269,Algún campo sin dato,1,f8c1f10b098bca4822d1c5b452a9d9b6fceea81f156b93c901824f7d965de5a4,26/06/2023 04:24:39,ESCANER
6684,"Chimaltenango",3,"San Andrés Itzapa",13,716,400,3,34,17,7,6,21,2,3,3,4,1,1,0,0,12,11,10,7,10,10,1,1,13,2,12,5,196,36,28,260,0,260,--,--,--,196,260,260,Algún campo sin dato,1,73dff69f01f5ba90429aff5c9183673bbde604896d80b22281f0782f53096138,26/06/2023 01:49:26,ESCANER
6685,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,9,30,10,4,6,10,1,2,2,6,3,2,0,2,9,7,3,4,10,9,0,5,4,1,9,5,153,37,27,217,0,217,--,400,183,153,217,217,Algún campo sin dato,1,5c9d596b957d0808efa5b1bc7901ff9b89b987983476ee242f065c91cab4454f,26/06/2023 00:35:59,ESCANER
6686,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,7,36,16,6,4,9,1,4,3,1,3,2,1,2,8,13,6,1,14,6,2,2,9,1,5,5,168,38,33,239,0,239,1,400,161,167,238,238,Sumas Asentadas sin cuadrar,1,be595e8950fc590237fb6f1c591ad2e60995d8629c0ab42c0b4f22621c9f7b30,26/06/2023 00:03:20,ESCANER
6687,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,4,34,11,7,2,21,1,5,3,2,1,1,0,1,10,11,6,5,7,3,0,3,10,0,16,7,171,35,17,222,0,222,--,400,178,171,223,223,Sumas Asentadas sin cuadrar,1,89b22440fbd9076af4be0888e5496f9ce238d616f0a77e09359163ba6bf1963a,26/06/2023 00:52:11,ESCANER
6688,"Chimaltenango",3,"San Andrés Itzapa",13,717,400,8,32,9,5,4,24,2,5,2,2,5,2,0,0,18,8,2,3,11,11,1,4,4,2,33,7,204,29,17,250,0,250,--,400,150,204,250,250,Algún campo sin dato,1,ba1bace31dc358304800b9a46f1d2af800a141dc47fcc475b31d9b34fe8d3d6a,26/06/2023 02:09:55,ESCANER
