TIPO_DE_ELECCIÓN:,DIPUTADOS DISTRITALES
29 junio 2023 08:48 (UTC -6)
ACTAS_ESPERADAS,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,VOTOS_EMITIDOS_CONTABILIZADAS,PORCENTAJE_PARTICIPACIÓN_CIUDADANA
877,877,100.0000,875,99.7719,2,324499,174813,53.8716

MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,VIVA,PHG,TODOS,VALOR UNIONISTA,CABAL,UNE,URNG-MAIZ WINAQ,VAMOS,PIN,ELEFANTE,PPN,MLP,AZUL,BIEN,VICTORIA,UR,P A N,PODEMOS,MI FAMILIA,CAMBIO,FCN-NACION,SEMILLA,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN
20400,"Petén",17,"Flores",1,3176,325,3,1,4,8,20,12,1,22,0,1,17,2,1,11,0,0,0,0,0,31,0,10,144,28,14,186,1,187,1,325,138,144,186,187,,1,7a2d7a8f740fc839db65ec5369be32cfc0fd038312683e630fc81192318ffce8,26/06/2023 01:35:08,ESCANER
20401,"Petén",17,"Flores",1,3176,325,5,0,0,6,15,18,1,26,0,0,14,1,0,15,0,0,0,0,2,38,0,7,148,24,4,175,0,175,--,325,149,148,176,176,Sumas Asentadas sin cuadrar,1,c854938056ad688e6e483f03ae82f31cd5f8c97e4ea6ea2fcbec8b480f1eded9,26/06/2023 02:09:51,ESCANER
20402,"Petén",17,"Flores",1,3177,291,10,0,4,6,29,18,0,12,0,0,18,0,2,4,1,0,0,0,0,33,0,0,137,21,18,176,0,176,--,291,115,137,176,176,Algún campo sin dato,1,afe43710a586bac6f6825ecfa7a36ddbcf027b9007d03f155fca8f3b52ce704d,25/06/2023 22:37:28,ESCANER
20403,"Petén",17,"Flores",1,3177,290,6,0,2,4,27,16,2,11,0,1,13,0,0,3,0,0,1,1,0,26,1,2,116,25,15,156,0,156,--,287,131,116,156,156,Algún campo sin dato,1,bbe87e52be56496ad8ba7d50c61f873b54928d3d72d572e943421685da56bb5f,25/06/2023 23:30:55,ESCANER
20404,"Petén",17,"Flores",1,3178,600,8,7,0,4,13,20,1,13,0,0,18,7,4,11,2,2,0,1,1,22,0,6,140,55,12,207,0,207,--,600,393,140,207,207,Algún campo sin dato,1,2cad1cf672c3c530aff2cc24ca075dad7ff6137e8bc42e35e4714b9397cd8f72,26/06/2023 01:24:09,ESCANER
20405,"Petén",17,"Flores",1,3178,535,13,4,2,10,9,25,1,15,0,1,17,4,2,18,0,0,1,0,0,23,0,9,154,36,12,202,0,202,--,535,333,154,202,202,Algún campo sin dato,1,6f024ccedc377fbb4baa0c8454bd1d1be8dcab2000c51d86c2072982bb0c5523,26/06/2023 01:12:03,ESCANER
20406,"Petén",17,"Flores",1,3178,534,4,1,1,4,6,7,0,3,0,0,6,1,1,4,0,0,0,0,0,4,0,3,64,14,5,64,0,64,0,534,470,45,64,64,Sumas Asentadas sin cuadrar,1,2ee6973c75eb6a0a5ee11fc7f8d21f3acef1b835aebfc1fb5f57c7ef6fdb2e80,25/06/2023 21:37:06,ESCANER
20407,"Petén",17,"San José",2,3179,400,8,13,8,7,18,79,0,39,0,0,14,3,3,1,2,0,0,0,0,8,0,23,226,36,38,300,0,--,--,400,100,226,300,300,Algún campo sin dato,1,269f5fe2a3995962d3f3779d88a69f8f8eabfeaf2cef8f80e883dcda8c984e40,26/06/2023 00:50:06,ESCANER
20408,"Petén",17,"San José",2,3179,400,3,7,12,20,9,90,0,32,1,0,20,3,4,4,0,0,1,0,1,14,0,26,247,51,24,322,--,--,--,400,78,247,322,322,Algún campo sin dato,1,64bc8b61065b9075a5535e054bcff931eecf7e880b93a745e449bee9ed39d461,26/06/2023 00:30:49,ESCANER
20409,"Petén",17,"San José",2,3179,400,6,8,5,26,11,86,1,36,0,0,26,3,2,5,0,0,0,0,0,9,0,22,246,35,23,304,0,304,--,396,92,246,304,304,Algún campo sin dato,1,f4657a7fb5e692c88a87d7bfab2dcf386c4881c51156524f59ebf2ead9a17223,26/06/2023 02:20:51,ESCANER
20410,"Petén",17,"San José",2,3180,400,5,8,8,13,15,77,2,40,0,1,21,3,5,4,0,0,1,0,0,10,2,14,229,24,27,280,0,280,--,400,120,229,280,280,Algún campo sin dato,1,76f540fc1d061a80d76c80d5e71cb71b8d9b0d17f373aa66ad9ebb3c943776ee,26/06/2023 00:51:34,ESCANER
20411,"Petén",17,"San José",2,3180,400,6,11,10,20,19,80,3,32,0,0,13,3,6,4,0,1,0,0,0,12,0,16,236,43,30,309,0,309,--,400,91,236,309,309,Algún campo sin dato,1,56b2d291f67e3452a9542724292298c1d2c72304c319dff621881d500cd8732b,25/06/2023 23:42:11,ESCANER
20412,"Petén",17,"San José",2,3180,400,6,4,14,11,15,78,1,26,0,0,24,1,4,3,0,0,0,0,0,12,0,32,231,37,19,287,0,287,--,400,113,231,287,287,Algún campo sin dato,1,bf4deccddb4ced2ce9da097859c22f5ca3fb95ede9bdf364c4fb057e86accc2b,25/06/2023 23:59:30,ESCANER
20413,"Petén",17,"San José",2,3181,322,9,5,4,6,8,72,1,24,0,0,8,1,5,2,3,0,0,0,0,9,0,18,175,30,28,233,0,233,--,322,89,175,233,233,Algún campo sin dato,1,d2089341bd4afe4ad621a1e90dba349915c0be764f64d0715ed627a697c94a73,25/06/2023 22:43:17,ESCANER
20414,"Petén",17,"San José",2,3181,322,4,8,9,5,10,81,0,24,0,0,14,3,3,6,0,0,0,0,0,6,0,31,206,21,19,246,0,246,--,322,76,204,244,244,Sumas Asentadas sin cuadrar,1,870a8237d1c1393f87c749c91c932bfe2f4f4d2bfc76bde961963ff858415cc6,25/06/2023 23:09:19,ESCANER
20415,"Petén",17,"San José",2,3182,380,8,1,10,6,12,78,0,48,0,3,15,7,2,3,3,1,0,0,0,5,1,4,207,43,58,308,2,310,--,380,70,207,308,310,Algún campo sin dato,1,0140476918085ffe18b7ef93bb13ad8edae50ce5b7998693a54d279ecbf4b1f1,25/06/2023 21:41:37,ESCANER
20416,"Petén",17,"San José",2,3182,380,11,0,6,3,22,100,0,36,1,0,10,8,4,2,0,0,0,0,1,4,0,4,212,47,45,305,0,305,1,--,--,212,304,304,Sumas Asentadas sin cuadrar,1,ea9e63391e15905e0621ac6c29d4636ff8c49eb01e476ed997c9c9665da51106,26/06/2023 00:06:14,ESCANER
20417,"Petén",17,"San José",2,3182,380,8,1,5,5,18,90,1,37,0,0,12,10,0,2,1,1,1,0,0,3,0,3,198,38,58,294,0,294,--,380,86,198,294,294,Algún campo sin dato,1,2e8ba0c6f3bb4ca0fe8fbec8dd0587b2259e87515e1952eae610e1e4a83b2880,26/06/2023 00:48:42,ESCANER
20418,"Petén",17,"San José",2,3183,380,11,2,1,11,20,86,0,48,0,0,12,3,4,0,0,0,1,0,0,4,0,6,209,31,59,299,9,308,--,380,72,209,299,308,Algún campo sin dato,1,7a1412677b4b02feb6cb10ad59857bd0ed7f20653f913710270887517f29a458,26/06/2023 01:28:44,ESCANER
20419,"Petén",17,"San José",2,3183,265,6,0,7,7,15,62,0,29,0,0,11,1,1,3,0,1,0,0,1,1,0,6,151,22,29,202,0,202,--,265,63,151,202,202,Algún campo sin dato,1,0734300e3863cf063eacc344d60bcb7af5d4abe1461d104716d6d1c91f0d6468,25/06/2023 23:35:27,ESCANER
20420,"Petén",17,"San José",2,3183,265,3,1,7,8,15,56,0,29,1,0,13,8,0,1,1,2,0,2,0,0,0,6,153,21,28,202,0,202,--,265,63,153,202,202,Algún campo sin dato,1,7f46cd53346607f5b573db239d22dcdf8f956a0ac9634ea748f5bff0e67123f7,26/06/2023 00:52:09,ESCANER
20421,"Petén",17,"San Benito",3,3184,400,21,2,1,11,13,35,4,19,1,1,34,3,3,22,2,2,0,1,1,19,0,13,207,44,7,259,0,259,0,400,141,208,259,259,Sumas Asentadas sin cuadrar,1,c953f504a8386966aed2ea15948ddbaafa280dbc1fbf78bf6169155db853de99,26/06/2023 02:35:31,ESCANER
20422,"Petén",17,"San Benito",3,3184,400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,,,,Acta ilegible,0,ba37b4da9f973c6dc3d6258a0a0e5e6bd031934c46587b894b332beebc9a512c,26/06/2023 04:23:48,ESCANER
20423,"Petén",17,"San Benito",3,3184,400,8,3,6,10,15,34,2,24,1,0,27,6,9,18,0,2,0,0,0,23,0,9,197,63,12,272,0,272,--,400,128,197,272,272,Algún campo sin dato,1,b4782326b0dc375c81ba1acc872761e599695cf57c5fd1335c11f59bc79dce41,26/06/2023 03:02:58,ESCANER
20424,"Petén",17,"San Benito",3,3184,400,18,2,3,13,14,26,0,17,0,0,22,5,3,19,1,0,0,0,0,24,1,14,182,39,17,238,0,238,--,400,162,182,238,238,Algún campo sin dato,1,0ddafc8afe493369daabe42e8607b38afe789a11ca45b39e1dd569617b2b8c6b,26/06/2023 02:32:57,ESCANER
20425,"Petén",17,"San Benito",3,3184,400,24,5,5,9,15,31,1,18,0,0,18,3,7,22,0,0,2,2,2,18,0,11,193,36,16,245,0,245,--,400,155,193,245,245,Algún campo sin dato,1,7bf07b64a7b6dccef5179f7d40fcf5da1b61a175012adc825a88a69240b250ba,26/06/2023 03:12:38,ESCANER
20426,"Petén",17,"San Benito",3,3184,400,14,1,0,9,8,32,1,20,0,0,35,3,6,20,0,3,0,0,3,23,0,9,187,30,9,226,0,226,--,400,174,187,226,226,Algún campo sin dato,1,569f8f8880aa3ec024bb6170dbcfb8f65d5ffb5453b60686d4b6283fb2771eba,25/06/2023 23:46:47,ESCANER
20427,"Petén",17,"San Benito",3,3184,360,10,1,3,7,6,41,1,15,0,1,21,3,10,19,0,0,2,0,0,15,0,38,193,29,7,229,1,230,1,310,128,193,229,230,,1,13f86cec4b8e883959cf2222c70ae55cdce76cf66f313e2bab1ba6c193f38a75,26/06/2023 03:05:33,ESCANER
20428,"Petén",17,"San Benito",3,3184,360,2,2,2,4,6,37,3,14,0,0,11,2,4,16,0,1,0,0,1,8,0,19,132,26,13,171,0,171,--,360,189,132,171,171,Algún campo sin dato,1,ecc62aae3cc0c482ed496bd2ebae2631469be0d47a7c2ee227b63a93d22de216,25/06/2023 22:05:43,ESCANER
20429,"Petén",17,"San Benito",3,3185,400,24,0,2,6,11,38,4,16,0,1,26,4,5,9,1,0,0,0,1,15,1,8,172,64,13,249,1,250,--,400,150,172,249,250,Algún campo sin dato,1,ca7c6801cedffb772e50dbd9b4d1e3b03ae46ea14bfbcfb85fcdd12502d1bc9c,26/06/2023 03:02:55,ESCANER
20430,"Petén",17,"San Benito",3,3185,400,20,9,3,7,12,34,3,18,0,1,30,5,3,17,1,0,0,1,0,17,0,6,187,61,25,273,0,273,--,397,123,187,273,273,Algún campo sin dato,1,b69f657bd28fe9b528688de76243970901ced232916c8eb1282b8b7a60fa15fa,26/06/2023 02:37:55,ESCANER
20431,"Petén",17,"San Benito",3,3185,400,15,2,2,11,11,36,4,24,0,1,39,7,3,11,2,1,0,0,0,20,1,4,194,62,16,272,0,272,--,400,128,194,272,272,Algún campo sin dato,1,48fbb6599a673418c6c5afc8c193a6f355a031f292265f39901ee2a75f822c79,26/06/2023 03:02:20,ESCANER
20432,"Petén",17,"San Benito",3,3185,400,11,3,2,3,16,36,1,19,0,1,24,8,5,16,0,0,1,0,1,20,0,5,172,54,16,242,0,242,--,400,158,172,242,242,Algún campo sin dato,1,ebb252e5853a0e0f05cdd0f78f8214a276a7478e212a843aa9ed1ddf4ec70a43,25/06/2023 23:48:57,ESCANER
20433,"Petén",17,"San Benito",3,3185,400,18,1,4,4,9,39,4,15,1,2,24,4,4,26,1,1,1,2,2,21,1,7,191,43,18,252,0,252,--,400,148,191,252,252,Algún campo sin dato,1,cefb8ec3bf456d801642f2b93087b12cb91582b86a2e7bcd6838e01e97129d32,26/06/2023 01:38:12,ESCANER
20434,"Petén",17,"San Benito",3,3185,400,15,3,1,10,10,39,5,16,0,0,35,9,7,21,0,0,0,0,0,22,0,8,201,51,15,267,0,267,--,397,130,201,267,267,Algún campo sin dato,1,b4498cee527110eb8f2c0a85510c5312ccc0ededc4af75eece4b635fff272494,26/06/2023 02:05:43,ESCANER
20435,"Petén",17,"San Benito",3,3185,400,12,3,3,1,7,23,2,22,0,1,38,3,3,14,1,2,0,0,0,20,0,12,167,60,23,250,0,250,--,400,150,167,250,250,Algún campo sin dato,1,b478c6437d4e25f92dab4f03d3b8dd5da0c8ad4df93ce505ac62d8735ed1000c,26/06/2023 03:13:43,ESCANER
20436,"Petén",17,"San Benito",3,3185,400,20,3,2,7,7,40,2,19,1,0,26,5,1,20,0,1,1,2,1,9,2,3,172,60,19,251,0,251,--,400,149,172,251,251,Algún campo sin dato,1,7ab276b406c9ce7c8ae5f0aaa7f929154f95554859eccde764026ecca0a557c0,25/06/2023 23:12:30,ESCANER
20437,"Petén",17,"San Benito",3,3185,400,10,0,2,5,18,39,2,23,0,0,22,7,4,21,2,0,0,0,2,10,0,15,182,34,16,232,0,232,--,400,168,182,232,232,Algún campo sin dato,1,562e9de33b9fcd7f3b2f42a8a28f57aa62dc0a2c34ea61b2851d0b206d147faa,26/06/2023 00:43:37,ESCANER
20438,"Petén",17,"San Benito",3,3185,400,13,1,2,3,11,33,1,23,0,2,30,3,5,29,0,3,0,0,2,19,3,29,212,41,10,263,137,400,--,400,137,212,263,400,Algún campo sin dato,1,b75f547445d8c1bb8a043773b6b97f92079420cddfe09f71807d33c15b8c9aae,26/06/2023 02:05:53,ESCANER
20439,"Petén",17,"San Benito",3,3185,340,8,1,6,6,15,29,2,27,0,0,23,5,2,14,1,1,0,0,1,14,1,9,165,36,3,204,0,204,--,340,136,165,204,204,Algún campo sin dato,1,2258d557377ce8994aa9fd17af297c3cc89bbcff093ce62d21dfe4016f1a78c9,26/06/2023 01:25:56,ESCANER
20440,"Petén",17,"San Benito",3,3185,340,9,1,5,5,9,33,0,26,0,1,8,3,1,12,0,0,0,0,0,18,0,15,146,33,8,187,0,187,--,339,149,146,187,187,Algún campo sin dato,1,b83b8ceace94e435c480ae6e76369fc2fdb8af40459596ae9250258a69a8fbb9,26/06/2023 00:19:06,ESCANER
20441,"Petén",17,"San Benito",3,3186,400,14,4,3,1,10,41,3,19,1,2,15,3,9,12,1,1,1,1,1,19,0,2,163,62,21,246,0,246,--,400,154,163,246,246,Algún campo sin dato,1,9f878b862a12f82cf6bcd6c64b66aa2acefbac6863da4c941ac609bdd74d0723,26/06/2023 01:14:04,ESCANER
20442,"Petén",17,"San Benito",3,3186,400,14,4,4,3,13,37,3,24,2,0,26,5,13,17,0,4,0,1,0,15,1,8,194,65,11,270,0,270,--,397,127,194,270,270,Algún campo sin dato,1,861aefc4b5e5e03911c5f9fa1bea781a3806152fcd529f0210b63e7c87ecdc99,26/06/2023 03:09:41,ESCANER
20443,"Petén",17,"San Benito",3,3186,400,14,3,4,5,6,30,4,27,1,1,24,4,13,20,1,2,0,0,1,15,0,7,182,65,19,266,1,267,--,400,133,182,266,267,Algún campo sin dato,1,9b5d9241e3a02edd8eac33cbcf3fd8a4d8730f75389b1a2ff0fce9a1caa5e372,26/06/2023 02:27:41,ESCANER
20444,"Petén",17,"San Benito",3,3186,400,8,2,4,4,8,28,3,21,0,1,19,2,8,25,1,5,1,0,0,23,1,6,170,45,13,228,1,229,--,400,171,170,228,229,Algún campo sin dato,1,2fa4e670efdade70a62bdfee0424297d9e968cee03935d791a63eeb98115e74a,26/06/2023 01:23:39,ESCANER
20445,"Petén",17,"San Benito",3,3186,400,16,2,3,10,13,32,2,16,1,0,47,4,8,20,2,1,1,0,0,21,0,13,212,43,16,271,0,271,--,400,129,212,271,271,Algún campo sin dato,1,964fce484d14a6c0b8211afecfeb1f1e9761d1e92cb63be485970577b55c5ad5,26/06/2023 02:06:59,ESCANER
20446,"Petén",17,"San Benito",3,3186,400,9,2,4,8,11,29,2,21,0,0,23,3,6,17,1,2,0,1,1,24,0,20,184,49,13,246,0,246,--,397,151,184,246,246,Algún campo sin dato,1,d2008e7bf528ff6654bad4ec5d173d7005e31b29a08452170e5c5039d2c175d6,26/06/2023 02:17:09,ESCANER
20447,"Petén",17,"San Benito",3,3186,400,13,6,3,7,10,39,0,30,0,1,22,1,5,29,0,1,1,1,0,12,1,20,202,34,9,245,0,245,--,399,154,202,245,245,Algún campo sin dato,1,38b3fcf61579006b4aae54c7914ed2cda11bf3c28227abd22ae44f8c8b8a5721,26/06/2023 03:03:40,ESCANER
20448,"Petén",17,"San Benito",3,3186,275,10,0,1,8,2,25,3,15,2,1,22,2,3,16,0,1,0,0,1,15,0,14,141,25,4,170,2,172,--,275,103,141,170,172,Algún campo sin dato,1,a0a0738c6cfdb8e655a5589de864ddf51546758dec00d45f9ee179cc2047e09f,26/06/2023 00:16:21,ESCANER
20449,"Petén",17,"San Benito",3,3186,275,5,0,0,3,7,23,1,12,0,0,15,3,3,14,0,1,0,0,1,8,0,9,105,21,14,140,0,140,1,273,132,105,140,140,,1,005692587b483a934aef5f5f8beb531bae80536e4b7383eec72e1cd41a9e8ebc,25/06/2023 23:50:38,ESCANER
20450,"Petén",17,"San Benito",3,3187,400,17,4,0,7,8,38,1,29,1,2,30,4,7,8,4,0,0,0,2,27,0,6,195,62,9,266,0,266,--,400,134,195,266,266,Algún campo sin dato,1,478ed4586e32b4220c08de64565be33d65967c38956aa000b5e54e5f492b0b8d,26/06/2023 01:37:12,ESCANER
20451,"Petén",17,"San Benito",3,3187,400,12,2,1,6,16,25,1,17,0,1,39,3,9,18,0,0,1,0,0,26,1,9,187,62,18,267,0,267,--,400,133,187,267,267,Algún campo sin dato,1,681d7bbe005d8b672bbe93ada005ca468a537145f2a18c079326290dfeee9513,26/06/2023 01:00:02,ESCANER
20452,"Petén",17,"San Benito",3,3187,400,12,3,1,7,26,22,6,19,1,2,23,9,9,19,1,1,1,0,2,20,0,8,192,44,13,249,0,249,--,400,151,192,249,249,Algún campo sin dato,1,63683ba0006fb3b45375155b44064d45683e9c02cdbd709afeb1290b69b9981f,26/06/2023 02:26:15,ESCANER
20453,"Petén",17,"San Benito",3,3187,400,14,4,1,12,10,26,2,12,1,1,33,2,6,11,0,2,0,0,2,19,0,10,170,39,6,215,--,215,--,384,169,168,213,213,Sumas Asentadas sin cuadrar,1,dd76e01545d82073a4dcd08de3c1c805f6e8b9f7cfee83d113353738d0c77015,26/06/2023 04:42:50,ESCANER
20454,"Petén",17,"San Benito",3,3187,400,16,6,4,3,21,26,1,26,2,0,22,8,10,17,1,1,0,2,1,18,0,7,192,44,16,252,0,252,--,400,148,192,252,252,Algún campo sin dato,1,f6c71b820e9de4e429d915a11e0b077e37f0b22b49a80b36009f61d5b0e22600,26/06/2023 02:36:48,ESCANER
20455,"Petén",17,"San Benito",3,3187,400,10,1,0,11,11,21,5,29,1,0,20,6,6,17,0,0,1,0,0,18,0,4,161,39,24,224,14,238,--,398,730,161,224,238,Algún campo sin dato,1,ea2de9dc04bf1778512bfb429de18f83299e3f9869884abcea9883e647c9f34f,26/06/2023 03:08:20,ESCANER
20456,"Petén",17,"San Benito",3,3187,400,7,2,1,5,19,34,2,14,0,0,21,5,8,21,0,1,0,0,0,24,0,11,175,35,12,222,0,222,--,400,175,175,222,222,Algún campo sin dato,1,960934a6be5c6f9672b7b484fb2fc479e968a41627060ccf4a30b8e83e643624,26/06/2023 01:46:02,ESCANER
20457,"Petén",17,"San Benito",3,3187,400,9,0,1,10,11,31,3,20,2,0,16,2,2,26,0,0,0,0,0,15,0,33,181,40,8,229,0,229,--,400,171,181,229,229,Algún campo sin dato,1,f285b7ad8a31887fd0211d494b8bab485c0e2ed7e48b245a3a849152a2a29bf8,26/06/2023 03:07:48,ESCANER
20458,"Petén",17,"San Benito",3,3187,219,1,0,3,6,10,20,1,10,1,0,10,1,3,6,1,0,0,0,0,14,0,7,94,14,5,113,0,113,--,219,106,94,113,113,Algún campo sin dato,1,1d8f85bf9410b06001d7d601c60d657c6db890e8251160e5eaf3e5f0a2aae54f,25/06/2023 22:05:50,ESCANER
20459,"Petén",17,"San Benito",3,3187,218,1,0,0,7,7,13,0,9,0,0,10,1,3,16,0,0,0,0,0,5,0,14,86,16,3,105,113,218,--,218,113,86,105,218,Algún campo sin dato,1,ce4ceeac5039cffcaa214ca1b8e280704c7eeef5da71fdfa94a589d614cb257b,25/06/2023 22:10:52,ESCANER
20460,"Petén",17,"San Benito",3,3188,400,9,2,1,10,15,30,1,33,1,1,23,0,1,17,0,4,0,0,1,23,1,6,179,56,27,262,0,--,--,400,138,179,262,262,Algún campo sin dato,1,9cf3a5754123339f43766637c9e793e438e973bfd83b1c471c9df6964ffa0e1a,26/06/2023 03:09:02,ESCANER
20461,"Petén",17,"San Benito",3,3188,400,10,2,2,9,12,40,4,22,0,1,28,1,3,22,3,3,2,0,0,19,1,8,192,48,15,255,0,255,--,400,145,192,255,255,Algún campo sin dato,1,1e25e8562ed2b40f87f85b06e2c06d7a3f4956f22a4a36ad096ff28dbc74f1de,26/06/2023 00:00:07,ESCANER
20462,"Petén",17,"San Benito",3,3188,400,9,4,1,2,11,27,0,22,0,1,25,5,4,13,1,3,0,0,1,19,1,7,156,59,20,235,--,--,--,396,160,156,235,235,Algún campo sin dato,1,ed4ec4f04d162e3d2953483cc86b664b8726abf96a38bbc7ba27e4659db661ab,26/06/2023 01:29:20,ESCANER
20463,"Petén",17,"San Benito",3,3188,400,12,2,3,6,15,31,0,23,0,1,28,3,8,7,1,7,0,0,1,8,0,4,160,42,20,222,0,222,--,400,178,160,222,222,Algún campo sin dato,1,6d5591982a83d7dd93f49400ca6167f56e1a8936579e1deaaf773e18074d0241,26/06/2023 02:54:08,ESCANER
20464,"Petén",17,"San Benito",3,3188,315,9,1,0,7,10,20,0,24,1,0,20,0,3,7,1,3,0,0,0,21,0,19,146,21,6,173,0,173,--,315,142,146,173,173,Algún campo sin dato,1,7e4d5997edea820fbe7161576ffc9bf0d3d11519ea1577f693d7d481777bd6bf,26/06/2023 03:02:16,ESCANER
20465,"Petén",17,"San Benito",3,3188,315,3,2,3,6,6,23,0,27,0,0,15,1,2,11,1,1,0,0,0,20,0,14,135,14,10,159,0,--,--,315,153,135,159,159,Algún campo sin dato,1,8e083cee525a6196e4dcdd1ca5d0869bc650d71bfcce400d57d902ef3ae69b7c,26/06/2023 01:23:44,ESCANER
20466,"Petén",17,"San Benito",3,3189,400,18,5,1,10,18,43,0,23,0,0,26,1,7,9,1,0,0,1,1,20,2,11,197,47,14,258,0,258,--,400,142,197,258,258,Algún campo sin dato,1,05538ff4f2fbcfaad71886b7b165cd509837d9c87be8e0bcc727dab846157055,26/06/2023 02:59:13,ESCANER
20467,"Petén",17,"San Benito",3,3189,400,22,0,2,6,14,42,3,27,1,0,26,5,7,8,1,1,1,0,0,23,0,8,197,55,18,270,0,270,--,400,127,197,270,270,Algún campo sin dato,1,7cf7a01bd61846751dbf08f78105fed9c6429c78fe1f87f3a552c4a2807440cc,26/06/2023 03:05:07,ESCANER
20468,"Petén",17,"San Benito",3,3189,400,11,2,0,6,8,45,3,18,1,1,26,7,4,18,4,1,0,1,0,23,0,12,191,43,14,248,0,248,0,400,152,191,248,248,,1,880b83c705ead316edd1fe563c6c1669fe5a6e1c4420aa00bf5e551ca3ae0025,25/06/2023 23:05:27,ESCANER
20469,"Petén",17,"San Benito",3,3189,400,19,4,0,2,12,40,1,20,0,0,17,7,5,8,1,2,1,2,0,16,1,11,169,53,15,237,0,237,--,400,163,169,237,237,Algún campo sin dato,1,83a55a60104a5b656cba2af14a058813711b8fd3e67cf225f15f9f7f462483ab,26/06/2023 00:32:10,ESCANER
20470,"Petén",17,"San Benito",3,3189,400,13,2,3,4,10,35,4,26,0,0,26,6,5,7,3,0,0,0,1,25,1,10,181,67,16,264,0,264,--,400,136,181,264,264,Algún campo sin dato,1,876faa41e09009ae2e31fe6cf955e1d7d04da0e8ea2d9a6b6d63ce0751001eda,26/06/2023 00:27:02,ESCANER
20471,"Petén",17,"San Benito",3,3189,400,7,2,1,7,8,32,2,29,1,0,27,6,1,16,1,1,0,1,1,29,0,22,194,33,8,235,1,236,--,400,164,194,235,236,Algún campo sin dato,1,a8685436a69d898c975a7a538ade8f7403909e61711e0f8a9616bbd5095ef985,26/06/2023 02:48:10,ESCANER
20472,"Petén",17,"San Benito",3,3189,316,10,1,1,4,10,31,0,25,2,0,10,3,1,15,1,0,1,0,0,16,1,19,151,26,4,181,0,181,--,316,135,151,181,181,Algún campo sin dato,1,730a51959421e25263ef4abbb40f81567a5f51552248c142f91b26426ecbb1b8,26/06/2023 02:57:17,ESCANER
20473,"Petén",17,"San Benito",3,3189,315,7,3,2,7,5,47,2,15,1,0,11,0,5,6,1,0,1,1,0,12,0,13,139,28,4,171,0,171,--,315,144,139,171,171,Algún campo sin dato,1,5aeee259b47434b803610943397bd5ebf55c6ff4ebc26f9d38acea8bca10db85,26/06/2023 00:02:52,ESCANER
20474,"Petén",17,"San Benito",3,3190,400,10,4,2,7,16,31,0,19,0,0,37,1,4,18,0,0,0,1,1,32,1,5,189,41,16,246,1,247,--,400,154,189,246,247,Algún campo sin dato,1,c7cbb6845875e00835c0d9631d044157a36707475abeeb4f86fd6a91a8f88f7f,26/06/2023 02:43:34,ESCANER
20475,"Petén",17,"San Benito",3,3190,400,10,4,5,13,11,36,1,24,1,0,37,1,3,19,0,1,1,0,2,27,0,14,210,49,7,266,0,266,--,398,132,210,266,266,Algún campo sin dato,1,dbe7fe25a863f7d02abdda6e8268292ff7b62564b141fdceef44302fcef4ab59,25/06/2023 23:27:09,ESCANER
20476,"Petén",17,"San Benito",3,3190,400,17,4,5,6,9,39,3,20,1,0,37,2,7,38,1,0,0,0,2,34,0,7,232,52,17,301,0,301,--,400,99,232,301,301,Algún campo sin dato,1,30ffb303b617e4f735a7b370f8960d4d41f9c4194a3cdaf6d8307d850db3c463,25/06/2023 23:52:13,ESCANER
20477,"Petén",17,"San Benito",3,3190,400,15,7,3,6,8,39,2,17,0,1,33,1,4,29,0,0,1,0,2,31,0,10,209,44,7,260,0,260,--,398,138,209,260,260,Algún campo sin dato,1,ea8e90a6d3f740661472e0a238aada8161ec290b0b10677c099bd236931a43da,26/06/2023 03:01:07,ESCANER
20478,"Petén",17,"San Benito",3,3190,400,18,7,7,5,9,39,2,18,0,0,32,0,3,26,0,0,0,0,0,24,5,0,195,50,20,265,0,265,--,400,135,195,265,265,Algún campo sin dato,1,8b06d24b5c6a268c4a98667ccf2a373d1bffe17b54971f5ecd6ebd429efde08f,25/06/2023 23:37:26,ESCANER
20479,"Petén",17,"San Benito",3,3190,400,16,4,2,7,12,35,1,19,0,1,23,7,12,21,0,0,0,1,0,20,1,12,194,36,12,242,0,242,--,400,158,194,242,242,Algún campo sin dato,1,448f06cafb3108f9117f1aedf1381ffa7b52b8a54ed42d3975586d9f6e2855a4,26/06/2023 03:06:28,ESCANER
